Institution,CatalogNumberPrefix,Kind of Object,Order,Family,ScientificName,Common Name (Name : Language),Date Collected,Country,ProvinceStateTerritory,PreciseLocation.Verbatim,Elevation.m,Collector,FieldNumber,Sex.Stage,Preparation.Remarks
NMNH,255921,Specimen/Lot,Apodiformes,Trochilidae,Coeligena torquata torquata,Collared Inca (Green); Collared Inca,1-Dec-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10347,Female,Skin: Whole
NMNH,255992,Specimen/Lot,Passeriformes,Tyrannidae,Leptopogon rufipectus rufipectus,Rufous-breasted Flycatcher,1-Dec-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10338; AMNH 133691,Male,Skin: Whole
NMNH,256227,Specimen/Lot,Passeriformes,Troglodytidae,Henicorhina leucophrys leucophrys,Gray-breasted Wood-Wren; Gray-breasted Wood-Wren (hilaris); Grey-breasted Wood Wren,2-Dec-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10373; AMNH 133998,Male,Skin: Whole
NMNH,256355,Specimen/Lot,Passeriformes,Emberizidae,Thraupis cyanocephala annectens,Blue-capped Tanager,2-Dec-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10356,Female,Skin: Whole
NMNH,256281,Specimen/Lot,Passeriformes,Emberizidae,Diglossa cyanea cyanea,Masked Flowerpiercer,3-Dec-14,Colombia,Antioquia,Santa Elana,2743 m,"Miller, J. R.; Boyle",10390; AMNH 134277,Male,Skin: Whole
NMNH,255920,Specimen/Lot,Apodiformes,Trochilidae,Coeligena torquata torquata,Collared Inca (Green); Collared Inca,4-Dec-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10403,Male,Skin: Whole
NMNH,255875,Specimen/Lot,Piciformes,Picidae,Melanerpes pucherani,Black-cheeked Woodpecker,14-Dec-14,Colombia,Antioquia,"Puerto Baldivia, Cauca River",110 m,"Miller, J. R.; Boyle",10659,Male,Skin: Whole
NMNH,256134,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza exsul cassini,Chestnut-backed Antbird,14-Dec-14,Colombia,Antioquia,"Puerto Valdivia, Cauca River",110 m,"Miller, J. R.; Boyle",10417,Male,Skin: Whole
NMNH,256123,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus punctatus atrinucha,Western Slaty-Antshrike; Black-crowned Antshrike,15-Dec-14,Colombia,Antioquia,"Puerto Valdivia, Cauca River",110 m,"Miller, J. R.; Boyle",10433,Male,Skin: Whole
NMNH,323034,Specimen/Lot,Cuculiformes,Cuculidae,Piaya cayana nigricrissa,Squirrel Cuckoo; Squirrel Cuckoo (nigricrissa),17-Dec-14,Colombia,Antioquia,"Puerto Valdivia, Cauca River",110 m,"Miller, J. R.; Boyle",10509,Female,Skin: Whole
NMNH,323030,Specimen/Lot,Coraciiformes,Momotidae,Baryphthengus ruficapillus semirufus,Rufous Motmot,19-Dec-14,Colombia,Antioquia,"Puerto Valdivia, Cauca River",110 m,"Miller, J. R.; Boyle",,Female,Skin: Whole
NMNH,256133,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza exsul cassini,Chestnut-backed Antbird,19-Dec-14,Colombia,Antioquia,"Puerto Valdivia, Cauca River",110 m,"Miller, J. R.; Boyle",10577,Male,Skin: Whole
NMNH,256122,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus punctatus atrinucha,Western Slaty-Antshrike; Black-crowned Antshrike,19-Dec-14,Colombia,Antioquia,"Puerto Valdivia, Cauca River",110 m,"Miller, J. R.; Boyle",10569,Male,Skin: Whole
NMNH,256135,Specimen/Lot,Passeriformes,Formicariidae,Cercomacra tyrannina tyrannina,Dusky Antbird,21-Dec-14,Colombia,Antioquia,"Cauca River, Puerto Valdivia",110 m,"Miller, J. R.; Boyle",10617,Male,Skin: Whole
NMNH,256320,Specimen/Lot,Passeriformes,Icteridae,Psarocolius wagleri ridgwayi,Chestnut-headed Oropendola,21-Dec-14,Colombia,Antioquia,"Cauca River, Puerto Valdivia",110 m,"Miller, J. R.; Boyle",AMNH 134517,Male,Skin: Whole
NMNH,255889,Specimen/Lot,Trogoniformes,Trogonidae,Trogon rufus cupreicauda,Black-throated Trogon; Black-throated Trogon (cupreicauda),23-Dec-14,Colombia,Antioquia,"Cauca River, Puerto Valdivia",110 m,"Miller, J. R.; Boyle",10675,Male,Skin: Whole
NMNH,256338,Specimen/Lot,Passeriformes,Emberizidae,Tachyphonus delatrii,Tawny-chested Tanager; Tawny-crested Tanager,24-Dec-14,Colombia,Antioquia,"Puerto Valdivia, Cauca River",110 m,"Miller, J. R.; Boyle",10699,Male,Skin: Whole
NMNH,256188,Specimen/Lot,Passeriformes,Dendrocolaptidae,Xiphorhynchus lachrymosus alarum,Black-striped Woodcreeper,24-Dec-14,Colombia,Antioquia,"Cauca River, Puerto Valdivia",110 m,"Miller, L. E.; Boyle",,Male,Skin: Whole
NMNH,255815,Specimen/Lot,Columbiformes,Columbidae,Columba subvinacea anolaimae,Ruddy Pigeon,29-Dec-14,Colombia,Antioquia,La Frijolera,1524 m,"Miller, J. R.; Boyle",10749,Female,Skin: Whole
NMNH,256309,Specimen/Lot,Passeriformes,Icteridae,Hypopyrrhus pyrohypogaster,Red-bellied Grackle,29-Dec-14,Colombia,Antioquia,La Frijolera,1524 m,"Miller, J. R.; Boyle",10762; AMNH 134558,Male,Skin: Whole
NMNH,255868,Specimen/Lot,Piciformes,Capitonidae,Eubucco bourcierii occidentalis,Red-headed Barbet,31-Dec-14,Colombia,Antioquia,La Frijolera,1524 m,"Miller, J. R.; Boyle",10796; AMNH 133238,Male,Skin: Whole
NMNH,256368,Specimen/Lot,Passeriformes,Emberizidae,Tangara cyanicollis granadensis,Blue-browed Tanager; Blue-necked Tanager,2-Jan-15,Colombia,Antioquia,La Frijolera,1524 m,"Miller, J. R.; Boyle",10826,Male,Skin: Whole
NMNH,256461,Specimen/Lot,Passeriformes,Emberizidae,Sporophila nigricollis nigricollis,Yellow-bellied Seedeater,3-Jan-15,Colombia,Antioquia,La Frijolera,1524 m,"Miller, J. R.; Boyle",AMNH 134117; 10861,Male,Skin: Whole
NMNH,255829,Specimen/Lot,Psittaciformes,Psittacidae,Ognorhynchus icterotis,Yellow-eared Parrot,3-Jan-15,Colombia,Antioquia,La Frijolera,1554 m,"Miller, J. R.; Boyle",10841; AMNH 133019,Female,Skin: Whole
NMNH,256136,Specimen/Lot,Passeriformes,Formicariidae,Cercomacra tyrannina tyrannina,Dusky Antbird,4-Jan-15,Colombia,Antioquia,La Frijolera,1524 m,"Miller, J. R.; Boyle",10880,Female,Skin: Whole
NMNH,255869,Specimen/Lot,Piciformes,Capitonidae,Eubucco bourcierii occidentalis,Red-headed Barbet,4-Jan-15,Colombia,Antioquia,La Frijolera,1524 m,"Miller, J. R.; Boyle",10877; AMNH 133240,Male,Skin: Whole
NMNH,256239,Specimen/Lot,Passeriformes,Hirundinidae,Stelgidopteryx ruficollis uropygialis,Southern Rough-winged Swallow,4-Jan-15,Colombia,Antioquia,La Frijolera,1524 m,"Miller, J. R.; Boyle",10876; AMNH 133935,Male,Skin: Whole
NMNH,323126,Specimen/Lot,Passeriformes,Tyrannidae,Ochthoeca fumicolor ferruginea,Brown-backed Chat-Tyrant,25-Jan-15,Colombia,Antioquia,"Paramillo, W Andes",3810 m,"Miller, J. R.; Boyle",10921; AMNH 133624,Male,Skin: Whole
NMNH,256459,Specimen/Lot,Passeriformes,Emberizidae,Catamenia homochroa homochroa,Paramo Seedeater,26-Jan-15,Colombia,Antioquia,"Paramillo, W Andes",3810 m,"Miller, J. R.; Boyle",10950; AMNH 134127,Male,Skin: Whole
NMNH,256200,Specimen/Lot,Passeriformes,Turdidae,Turdus fuscater gigantodes,Great Thrush,26-Jan-15,Colombia,Antioquia,"Paramillo, W Andes",3810 m,"Miller, J. R.; Boyle",10949; AMNH 134038,Female,Skin: Whole
NMNH,256460,Specimen/Lot,Passeriformes,Emberizidae,Catamenia homochroa homochroa,Paramo Seedeater,27-Jan-15,Colombia,Antioquia,"Paramillo, W Andes",3810 m,"Miller, J. R.; Boyle",10960; AMNH 134130,Male,Skin: Whole
NMNH,256272,Specimen/Lot,Passeriformes,Emberizidae,Diglossa brunneiventris,Black-throated Flowerpiercer,28-Jan-15,Colombia,Antioquia,"Paramillo, W Andes",3810 m,"Miller, J. R.; Boyle",AMNH 134248; 10980,Male,Skin: Whole
NMNH,323127,Specimen/Lot,Passeriformes,Tyrannidae,Ochthoeca fumicolor ferruginea,Brown-backed Chat-Tyrant,29-Jan-15,Colombia,Antioquia,"Paramillo, W Andes",3810 m,"Miller, J. R.; Boyle",10985; AMNH 133635,Female,Skin: Whole
NMNH,256357,Specimen/Lot,Passeriformes,Emberizidae,Anisognathus lacrymosus olivaceiceps,Lacrimose Mountain-Tanager (intensus); Lacrimose Mountain Tanager,30-Jan-15,Colombia,Antioquia,"Paramillo, W Andes",3810 m,"Miller, J. R.; Boyle",11000,Male,Skin: Whole
NMNH,256274,Specimen/Lot,Passeriformes,Emberizidae,Diglossa lafresnayii gloriosissima,Chestnut-bellied Flowerpiercer,30-Jan-15,Colombia,Antioquia,"Paramillo, W Andes",3810 m,"Miller, J. R.; Boyle",11007; AMNH 134238,Male,Skin: Whole
NMNH,256275,Specimen/Lot,Passeriformes,Emberizidae,Diglossa lafresnayii gloriosissima,Chestnut-bellied Flowerpiercer,31-Jan-15,Colombia,Antioquia,"Paramillo, W Andes",3810 m,"Miller, J. R.; Boyle",AMNH 134239; 11017,Male,Skin: Whole
NMNH,256271,Specimen/Lot,Passeriformes,Emberizidae,Diglossa brunneiventris vuilleumieri,Black-throated Flowerpiercer,1-Feb-15,Colombia,Antioquia,"Paramillo, W Andes",3810 m,"Miller, J. R.; Boyle",11032; AMNH 134259,Female,Skin: Whole
NMNH,256270,Specimen/Lot,Passeriformes,Emberizidae,Diglossa brunneiventris vuilleumieri,Black-throated Flowerpiercer,1-Feb-15,Colombia,Antioquia,"Paramillo, W Andes",3810 m,"Miller, J. R.; Boyle",11033; AMNH 134260,Female,Skin: Whole
NMNH,255888,Specimen/Lot,Trogoniformes,Trogonidae,Trogon personatus assimilis,Masked Trogon,2-Feb-15,Colombia,Antioquia,"Andes, W, Paramillo Trail",3353 m,"Miller, J. R.; Boyle",11042,Female,Skin: Whole
NMNH,256268,Specimen/Lot,Passeriformes,Parulidae,Coereba flaveola columbiana,Bananaquit; Bananaquit (Grenada),4-Feb-15,Colombia,Antioquia,Peque,1524 m,"Miller, J. R.; Boyle",11070; AMNH 134217,Male,Skin: Whole
NMNH,255942,Specimen/Lot,Apodiformes,Trochilidae,Amazilia saucerrottei saucerrottei,Steely-vented Hummingbird,13-Feb-15,Colombia,Antioquia,"Dabeiba, Rio Sucio",610 m,"Miller, J. R.; Boyle",11140,Male,Skin: Whole
NMNH,256267,Specimen/Lot,Passeriformes,Parulidae,Coereba flaveola columbiana,Bananaquit; Bananaquit (Grenada),13-Feb-15,Colombia,Antioquia,"Dabeiba, Rio Sucio",610 m,"Miller, J. R.; Boyle",11127; AMNH 134221,Male,Skin: Whole
NMNH,256340,Specimen/Lot,Passeriformes,Emberizidae,Mitrospingus cassinii cassinii,Dusky-faced Tanager,16-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11223,Male,Skin: Whole
NMNH,256221,Specimen/Lot,Passeriformes,Troglodytidae,Thryothorus nigricapillus schottii,Bay Wren,16-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",AMNH133955; 11208,Male,Skin: Whole
NMNH,256220,Specimen/Lot,Passeriformes,Troglodytidae,Thryothorus nigricapillus schottii,Bay Wren,16-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",AMNH 133951; 11207,Female,Skin: Whole
NMNH,256218,Specimen/Lot,Passeriformes,Troglodytidae,Thryothorus nigricapillus schottii,Bay Wren,16-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",AMNH 133956; 11209,Male,Skin: Whole
NMNH,256065,Specimen/Lot,Passeriformes,Tyrannidae,Pachyramphus cinnamomeus cinnamomeus,Cinnamon Becard,17-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11242; AMNH 133875,Female,Skin: Whole
NMNH,255891,Specimen/Lot,Apodiformes,Apodidae,Streptoprocne zonaris albicincta,White-collared Swift,17-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11237,Male,Skin: Whole
NMNH,256219,Specimen/Lot,Passeriformes,Troglodytidae,Thryothorus nigricapillus schottii,Bay Wren,17-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",AMNH 133957; 11236,Male,Skin: Whole
NMNH,255867,Specimen/Lot,Piciformes,Capitonidae,Capito maculicoronatus rubrilateralis,Spot-crowned Barbet,18-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11274; AMNH 133227,Male,Skin: Whole
NMNH,256266,Specimen/Lot,Passeriformes,Corvidae,Cyanocorax affinis affinis,Black-chested Jay,18-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11259; AMNH 134563,Male,Skin: Whole
NMNH,256047,Specimen/Lot,Passeriformes,Pipridae,Pipra coronata minuscula,Blue-crowned Manakin,18-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11281; AMNH 133828,Male,Skin: Whole
NMNH,256308,Specimen/Lot,Passeriformes,Icteridae,Cacicus uropygialis pacificus,Scarlet-rumped Cacique; Scarlet-rumped Cacique (Pacific),19-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",AMNH 134536; 11318,Male,Skin: Whole
NMNH,256339,Specimen/Lot,Passeriformes,Emberizidae,Tachyphonus delatrii,Tawny-chested Tanager; Tawny-crested Tanager,19-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11323,Male,Skin: Whole
NMNH,255865,Specimen/Lot,Piciformes,Ramphastidae,Pteroglossus torquatus sanguineus,Collared Aracari; Collared Aracari (Stripe-billed); Stripe-billed Aracari,20-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",AMNH 133262; 11329,Male,Skin: Whole
NMNH,255863,Specimen/Lot,Piciformes,Ramphastidae,Pteroglossus torquatus sanguineus,Collared Aracari; Collared Aracari (Stripe-billed); Stripe-billed Aracari,21-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,Boyle,AMNH 133267; 11352,Female,Skin: Whole
NMNH,255945,Specimen/Lot,Apodiformes,Trochilidae,Amazilia saucerrottei saucerrottei,Steely-vented Hummingbird,21-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11365,Female,Skin: Whole
NMNH,256145,Specimen/Lot,Passeriformes,Formicariidae,Myrmotherula fulviventris salmoni,Checker-throated Antwren; Checker-throated Stipplethroat,22-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11402,Female,Skin: Whole
NMNH,256066,Specimen/Lot,Passeriformes,Tyrannidae,Pachyramphus cinnamomeus cinnamomeus,Cinnamon Becard,22-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11407; AMNH 133874,unknown,Skin: Whole
NMNH,256332,Specimen/Lot,Passeriformes,Emberizidae,Ramphocelus flammigerus icteronotus,Flame-rumped Tanager; Flame-rumped Tanager (Lemon-rumped); Lemon-rumped Tanager,22-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11404,Male,Skin: Whole
NMNH,256023,Specimen/Lot,Passeriformes,Tyrannidae,Todirostrum cinereum cinereum,Common Tody-Flycatcher; Common Tody-Flycatcher (sclateri),22-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11411; AMNH 133671,Male,Skin: Whole
NMNH,255944,Specimen/Lot,Apodiformes,Trochilidae,Amazilia saucerrottei saucerrottei,Steely-vented Hummingbird,23-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11416,Male,Skin: Whole
NMNH,256162,Specimen/Lot,Passeriformes,Furnariidae,Synallaxis brachyura chapmani,Slaty Spinetail,23-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11428; AMNH 133543,Male,Skin: Whole
NMNH,256022,Specimen/Lot,Passeriformes,Tyrannidae,Todirostrum cinereum cinereum,Common Tody-Flycatcher; Common Tody-Flycatcher (sclateri),23-Feb-15,Colombia,Antioquia,Alto Bonito,457 m,"Miller, J. R.; Boyle",11430; AMNH 133669,Female,Skin: Whole
NMNH,255952,Specimen/Lot,Apodiformes,Trochilidae,Chlorostilbon melanorhynchus pumilus,,25-Feb-15,Colombia,Antioquia,"Dabeiba, Rio Sucio",610 m,"Miller, J. R.; Boyle",11458,Male,Skin: Whole
NMNH,255991,Specimen/Lot,Passeriformes,Tyrannidae,Leptopogon superciliaris transandinus,Slaty-capped Flycatcher; Slaty-capped Flycatcher (transandinus),25-Feb-15,Colombia,Antioquia,"Dabeiba, Rio Sucio",610 m,"Miller, J. R.; Boyle",11443; AMNH 133689,Male,Skin: Whole
NMNH,255943,Specimen/Lot,Apodiformes,Trochilidae,Amazilia saucerrottei saucerrottei,Steely-vented Hummingbird,26-Feb-15,Colombia,Antioquia,"Dabeiba, Rio Sucio",610 m,"Miller, J. R.; Boyle",11482,Male,Skin: Whole
NMNH,256040,Specimen/Lot,Passeriformes,Pipridae,Manacus vitellinus viridiventris,Golden-collared Manakin,26-Feb-15,Colombia,Antioquia,"Dabeiba, Rio Sucio",610 m,"Miller, J. R.; Boyle",11489; AMNH 133846,Male,Skin: Whole
NMNH,256124,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus punctatus atrinucha,Western Slaty-Antshrike; Black-crowned Antshrike,26-Feb-15,Colombia,Antioquia,"Dabeiba, Rio Sucio",610 m,"Miller, J. R.; Boyle",11478,Female,Skin: Whole
NMNH,256114,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus doliatus albicans,Barred Antshrike,10-Mar-15,Colombia,Antioquia,Malena,305 m,"Miller, J. R.; Boyle",,Male,Skin: Whole
NMNH,256240,Specimen/Lot,Passeriformes,Hirundinidae,Tachycineta albiventer,White-winged Swallow,25-Mar-15,Colombia,Atlantico,"Barranquilla, La Playa, near",46 m,"Miller, J. R.; Boyle",11664; AMNH 133914,Female/Immature,Skin: Whole
NMNH,256197,Specimen/Lot,Passeriformes,Dendrocolaptidae,Xiphorhynchus picus dugandi,Straight-billed Woodcreeper,26-Mar-15,Colombia,Antioquia,"Malena, La Playa",46 m,"Miller, J. R.; Boyle",11686; AMNH 133611,Female,Skin: Whole
NMNH,256472,Specimen/Lot,Ciconiiformes,Ardeidae,Ixobrychus exilis bogotensis,Least Bittern,5-Apr-15,Colombia,Cundinamarca,"Bogota, Suba Marshes, Bogota Savanna",,"Maria, A.",,unknown/Chick,Skin: Whole
NMNH,323116,Specimen/Lot,Passeriformes,Dendrocolaptidae,Glyphorynchus spirurus pallidulus,Wedge-billed Woodcreeper,13-Apr-15,Colombia,Choco,"Mount Tacarcuna, E Slope",1585 m,"Anthony, H. E.; Ball, D. S.",200; AMNH 135869,Male,Skin: Whole
NMNH,323115,Specimen/Lot,Passeriformes,Dendrocolaptidae,Glyphorynchus spirurus pallidulus,Wedge-billed Woodcreeper,16-Apr-15,Colombia,Choco,"Mount Tacarcuna, E Slope",1707 m,"Anthony, H. E.; Ball, D. S.",259; AMNH 135872,Female,Skin: Whole
NMNH,308409,Specimen/Lot,Passeriformes,Emberizidae,Dacnis cayana napaea,Blue Dacnis,18-Sep-15,Colombia,,"Tucurinoa, Santa Marta",,"Carriker, M. A.",15481; 49453,Female,Skin: Whole
NMNH,313749,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza exsul cassini,Chestnut-backed Antbird,8-Mar-16,Colombia,Bolivar,Jaraquiel,,"Carriker, M. A.",17144,Female,Skin: Whole
NMNH,313750,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza exsul cassini,Chestnut-backed Antbird,8-Mar-16,Colombia,Bolivar,Jaraquiel,,"Carriker, M. A.",17142,Male,Skin: Whole
NMNH,224872,Specimen/Lot,Apodiformes,Trochilidae,Anthracothorax nigricollis,Black-throated Mango,May-16,Colombia,Magdalena,"El Banco, Puerto Estrella, Cano Papayal, just S of El banco",,"Curran, H. M.",,unknown/Adult,Alcoholic: Whole
NMNH,224871,Specimen/Lot,Passeriformes,Formicariidae,Formicarius analis saturatus,Black-faced Antthrush,May-16,Colombia,Magdalena,"El Banco, Puerto Estrella, Cano Papayal, just S of El banco",,"Curran, H. M.",,unknown/Adult,Alcoholic: Whole:flattened.
NMNH,224868,Specimen/Lot,Passeriformes,Furnariidae,Furnarius leucopus longirostris,Pale-legged Hornero; Pale-legged Hornero (Pacific); Caribbean Hornero,May-16,Colombia,Magdalena,"El Banco, Puerto Estrella, Cano Papayal, just S of El banco",,"Curran, H. M.",,unknown/Adult,Alcoholic: Whole:flattened
NMNH,224862,Specimen/Lot,Apodiformes,Trochilidae,Lepidopyga goudoti luminosa,Shining-green Hummingbird,May-16,Colombia,Magdalena,"El Banco, Puerto Estrella, Cano Papayal, just S of El banco",,"Curran, H. M.",,unknown/Adult,Alcoholic: Whole:bad - hard.
NMNH,224861,Specimen/Lot,Apodiformes,Trochilidae,Lepidopyga goudoti,Shining-green Hummingbird,May-16,Colombia,Bolivar,"Pto. Estrella, Cano Papayal, Just S of El Baneo",,"Curran, H. M.",,unknown,Cleared and Stained: Whole
NMNH,224867,Specimen/Lot,Passeriformes,Pipridae,Manacus manacus abditivus,White-bearded Manakin,May-16,Colombia,Magdalena,"El Banco, Puerto Estrella, Cano Papayal, just S of El banco",,"Curran, H. M.",,unknown/Adult,Alcoholic: Whole
NMNH,224869,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza longipes panamensis,White-bellied Antbird,May-16,Colombia,Magdalena,"El Banco, Puerto Estrella, Cano Papayal, just S of El banco",,"Curran, H. M.",,unknown/Adult,Alcoholic: Whole
NMNH,224860,Specimen/Lot,Piciformes,Bucconidae,Nonnula ruficapilla frontalis,Gray-cheeked Nunlet; Grey-cheeked Nunlet,May-16,Colombia,Magdalena,"El Banco, Puerto Estrella, Cano Papayal, just S of El banco",,"Curran, H. M.",,unknown/Adult,"Alcoholic: Whole:dissection: trunk, legs"
NMNH,224865,Specimen/Lot,Passeriformes,Tyrannidae,Pachyramphus homochrous,One-colored Becard,May-16,Colombia,Magdalena,"El Banco, Puerto Estrella, Cano Papayal, just S of El banco",,"Curran, H. M.",,unknown,Alcoholic: Partial:trunk
NMNH,224870,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus nigriceps nigriceps,Black Antshrike,May-16,Colombia,Magdalena,"El Banco, Puerto Estrella, Cano Papayal, just S of El banco",,"Curran, H. M.",,unknown/Adult,Alcoholic: Whole
NMNH,224863,Specimen/Lot,Passeriformes,Tyrannidae,Tyrannus melancholicus satrapa,Tropical Kingbird,May-16,Colombia,Magdalena,"El Banco, Puerto Estrella, Cano Papayal, just S of El banco",,"Curran, H. M.",,unknown/Adult,Alcoholic: Whole:dissection: trunk
NMNH,224859,Specimen/Lot,Piciformes,Picidae,Veniliornis kirkii cecilii,Rerumped Woodpecker; Red-rumped Woodpecker,May-16,Colombia,Magdalena,"El Banco, Puerto Estrella, Cano Papayal, just S of El banco",,"Curran, H. M.",,Male/Adult,Alcoholic: Whole:dissection: trunk
NMNH,277211,Specimen/Lot,Passeriformes,Icteridae,Macroagelaius subalaris subalaris,Mountain Grackle; Colombian Mountain Grackle,Jun-16,Colombia,Cundinamarca,Fusagasuga,,Collector Unknown,,unknown,Skin: Whole
NMNH,277210,Specimen/Lot,Passeriformes,Icteridae,Macroagelaius subalaris subalaris,Mountain Grackle; Colombian Mountain Grackle,Jun-16,Colombia,Cundinamarca,Fusagasuga,,Collector Unknown,,unknown,Skin: Whole
NMNH,307969,Specimen/Lot,Passeriformes,Formicariidae,Clytoctantes alixii,Recurve-billed Bushbird,3-Aug-16,Colombia,Santander,El Cauca,,"Carriker, M. A.",17898,Male,Skin: Whole
NMNH,313787,Specimen/Lot,Passeriformes,Emberizidae,Sporophila schistacea schistacea,Slate-colored Seedeater,30-Sep-16,Colombia,Santander,Las Ventanas,,"Carriker, M. A.",19112,Male,Skin: Whole
NMNH,304104,Specimen/Lot,Passeriformes,Emberizidae,Haplospiza rustica rustica,Slaty Finch,1-Nov-16,Colombia,Santander,Cachiri,,"Carriker, M. A.",19849,Male,Skin: Whole
NMNH,313714,Specimen/Lot,Passeriformes,Rhinocryptidae,Scytalopus latebricola meridanus,Merida Tapaculo (Merida); Merida Tapaculo,6-Nov-16,Colombia,Santander,Cachiri,,"Carriker, M. A.",19969,Female,Skin: Whole
NMNH,256480,Specimen/Lot,Passeriformes,Troglodytidae,Cistothorus apolinari apolinari,Apolinar's Wren,19-Jan-17,Colombia,Cundinamarca,"Bogota, Suba Marshes, Bogota Savanna",,"Maria, A.",,unknown,Skin: Whole
NMNH,582344,Specimen/Lot,Passeriformes,Emberizidae,Chlorospingus ophthalmicus trudis,Common Bush-Tanager; Common Chlorospingus (Central Panama); Common Bush Tanager,12-Feb-17,Colombia,Santander,La Pica,,"Carriker, M. A.",21064,Male,Skin: Whole
NMNH,313792,Specimen/Lot,Passeriformes,Emberizidae,Buthraupis montana gigas,Hooded Mountain-Tanager; Hooded Mountain Tanager,15-Feb-17,Colombia,Santander,La Pica,,"Carriker, M. A.",21163,Female,Skin: Whole
NMNH,308402,Specimen/Lot,Passeriformes,Parulidae,Basileuterus cinereicollis,Gray-throated Warbler; Grey-throated Warbler,4-Apr-17,Colombia,Boyaca,Rio Negro,,"Carriker, M. A.",21950; 60176,Female,Skin: Whole
NMNH,253456,Specimen/Lot,Passeriformes,Emberizidae,Tersina viridis grisescens,Swallow Tanager,1913 (-- Summer 1913),Colombia,Magdalena,San Lorenzo,1372 m,"Carriker, M. A.",,Male/Immature,Skin: Whole
NMNH,256246,Specimen/Lot,Passeriformes,Hirundinidae,Orochelidon murina meridensis,Brown-bellied Swallow,1913 (23 -- 1913),Colombia,Cundinamarca,,,"Gonzalez, M.",AMNH 126607,Female,Skin: Whole
