Institution,CatalogNumberPrefix,Kind of Object,Order,Family,ScientificName,Common Name (Name : Language),Date Collected,Country,ProvinceStateTerritory,PreciseLocation.Verbatim,Elevation.m,Collector,FieldNumber,Sex.Stage,Preparation.Remarks
NMNH,256207,Specimen/Lot,Passeriformes,Turdidae,Catharus dryas maculatus,Spotted Nightingale-Thrush; Sclater's Nightingale-Thrush,9-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2760,Male,Skin: Whole
NMNH,255931,Specimen/Lot,Apodiformes,Trochilidae,Heliodoxa leadbeateri sagitta,Violet-fronted Brilliant,9-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2775; AMNH 115894,Male,Skin: Whole
NMNH,255937,Specimen/Lot,Apodiformes,Trochilidae,Amazilia franciae franciae,Andean Emerald,10-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2795; AMNH 115826,Female,Skin: Whole
NMNH,255929,Specimen/Lot,Apodiformes,Trochilidae,Heliodoxa leadbeateri sagitta,Violet-fronted Brilliant,10-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2781; ANMH115891,Male,Skin: Whole
NMNH,256183,Specimen/Lot,Passeriformes,Dendrocolaptidae,Xiphorhynchus triangularis triangularis,Olive-backed Woodcreeper,10-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",,Male,Skin: Whole
NMNH,256269,Specimen/Lot,Passeriformes,Parulidae,Coereba flaveola columbiana,Bananaquit; Bananaquit (Grenada),11-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2833; AMNH 117178,Male,Skin: Whole
NMNH,256258,Specimen/Lot,Passeriformes,Corvidae,Cyanocorax yncas galeatus,Green Jay; Inca Jay,11-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2809; AMNH 117529,,Skin: Whole
NMNH,256254,Specimen/Lot,Passeriformes,Vireonidae,Vireo gilvus leucophrys x dissors,Warbling Vireo,11-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2843; AMNH116975,Female,Skin: Whole
NMNH,255932,Specimen/Lot,Apodiformes,Trochilidae,Heliodoxa leadbeateri sagitta,Violet-fronted Brilliant,12-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2859; AMNH 115897,Male,Skin: Whole
NMNH,255900,Specimen/Lot,Apodiformes,Trochilidae,Aglaiocercus kingi mocoa,Long-tailed Sylph,13-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2884; AMNH 115962,Male,Skin: Whole
NMNH,323125,Specimen/Lot,Passeriformes,Tyrannidae,Mionectes striaticollis columbianus,Streak-necked Flycatcher,13-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2890; AMNH 116574,Male,Skin: Whole
NMNH,256445,Specimen/Lot,Passeriformes,Emberizidae,Saltator albicollis stiatipectus x perstriatus,Lesser Antillean Saltator,13-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2879; AMNH 117077,Male,Skin: Whole
NMNH,256360,Specimen/Lot,Passeriformes,Emberizidae,Anisognathus flavinuchus victorini,Blue-winged Mountain-Tanager; Blue-winged Mountain Tanager,14-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2718,Male,Skin: Whole
NMNH,256181,Specimen/Lot,Passeriformes,Dendrocolaptidae,Xiphorhynchus triangularis triangularis,Olive-backed Woodcreeper,15-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",,Male,Skin: Whole
NMNH,256168,Specimen/Lot,Passeriformes,Furnariidae,Anabacerthia striaticollis striaticollis,Montane Foliage-gleaner,16-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2941; AMNH 116406,Male,Skin: Whole
NMNH,256185,Specimen/Lot,Passeriformes,Dendrocolaptidae,Xiphorhynchus triangularis triangularis,Olive-backed Woodcreeper,16-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",,Male,Skin: Whole
NMNH,256186,Specimen/Lot,Passeriformes,Dendrocolaptidae,Xiphorhynchus triangularis triangularis,Olive-backed Woodcreeper,16-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",,Male,Skin: Whole
NMNH,255930,Specimen/Lot,Apodiformes,Trochilidae,Heliodoxa leadbeateri sagitta,Violet-fronted Brilliant,17-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2967; AMNH 115892,Male,Skin: Whole
NMNH,323072,Specimen/Lot,Passeriformes,Formicariidae,Myrmotherula schisticolor interior,Slaty Antwren,17-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2983,Female,Skin: Whole
NMNH,256450,Specimen/Lot,Passeriformes,Emberizidae,Saltator albicollis striatipectus,Lesser Antillean Saltator; Streaked Saltator,17-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2966; AMNH 117078,unknown,Skin: Whole
NMNH,256117,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus unicolor grandior,Uniform Antshrike,18-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",2988,Male,Skin: Whole
NMNH,256184,Specimen/Lot,Passeriformes,Dendrocolaptidae,Xiphorhynchus triangularis triangularis,Olive-backed Woodcreeper,18-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",,Female,Skin: Whole
NMNH,256182,Specimen/Lot,Passeriformes,Dendrocolaptidae,Xiphorhynchus triangularis triangularis,Olive-backed Woodcreeper,18-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",,Female,Skin: Whole
NMNH,256190,Specimen/Lot,Passeriformes,Dendrocolaptidae,Lepidocolaptes affinis sneiderni,Spot-crowned Woodcreeper; Montane Woodcreeper,20-May-12,Colombia,Huila,La Candela,1981 m,"Miller, L. E.",3042; AMNH 116467,Male,Skin: Whole
NMNH,256416,Specimen/Lot,Passeriformes,Emberizidae,Chlorospingus ophthalmicus nigriceps,Common Bush-Tanager; Common Chlorospingus (Central Panama); Common Bush Tanager,1-Jun-12,Colombia,Huila,"Andalucia, Eastern Andes",2134 m,"Miller, L. E.",3047,Male,Skin: Whole
NMNH,255850,Specimen/Lot,Coraciiformes,Momotidae,Momotus momota aequatorialis,Blue-crowned Motmot; Andean Motmot,1-Jun-12,Colombia,Huila,"Andalucia, Eastern Andes",2134 m,"Miller, L. E.",,Female,Skin: Whole
NMNH,256012,Specimen/Lot,Passeriformes,Tyrannidae,Serpophaga cinerea cinerea,Torrent Tyrannulet,4-Jun-12,Colombia,Huila,"Andalucia, E Andes",914 m,"Miller, L. E.",3083; AMNH 116563,Male,Skin: Whole
NMNH,256372,Specimen/Lot,Passeriformes,Emberizidae,Tangara cyanicollis,Blue-browed Tanager; Blue-necked Tanager,4-Jun-12,Colombia,Huila,"Andalucia, Eastern Andes",914 m,"Miller, L. E.",3086; AMNH117310,Male,Skin: Whole
NMNH,256096,Specimen/Lot,Passeriformes,Formicariidae,Conopophaga castaneiceps castaneiceps,Chestnut-crowned Gnateater,5-Jun-12,Colombia,Huila,"Andalucia, Eastern Andes",1524 m,"Miller, L. E.",3091,unknown,Skin: Whole
NMNH,256257,Specimen/Lot,Passeriformes,Corvidae,Cyanocorax yncas galeatus,Green Jay; Inca Jay,5-Jun-12,Colombia,Huila,"Andalucia, Eastern Andes",1524 m,"Miller, L. E.",AMNH 117532; 3095,Female,Skin: Whole
NMNH,256013,Specimen/Lot,Passeriformes,Tyrannidae,Serpophaga cinerea cinerea,Torrent Tyrannulet,6-Jun-12,Colombia,Huila,"Andalucia, E Andes",914 m,"Miller, L. E.",3164; AMNH 116561,Female,Skin: Whole
NMNH,256201,Specimen/Lot,Passeriformes,Turdidae,Turdus ignobilis ignobilis,Black-billed Thrush,6-Jun-12,Colombia,Huila,"Andalucia, Eastern Andes, W slope",914 m,"Miller, L. E.",3114; AMNH 116947,Female,Skin: Whole
NMNH,256021,Specimen/Lot,Passeriformes,Tyrannidae,Todirostrum cinereum cinereum,Common Tody-Flycatcher; Common Tody-Flycatcher (sclateri),8-Jun-12,Colombia,Huila,"Andalucia, E Andes",914 m,"Miller, L. E.",3063; AMNH 116542,Male,Skin: Whole
NMNH,256095,Specimen/Lot,Passeriformes,Formicariidae,Conopophaga castaneiceps castaneiceps,Chestnut-crowned Gnateater,8-Jun-12,Colombia,Huila,"Andalucia, Eastern Andes",1524 m,"Miller, L. E.",3151,Female,Skin: Whole
NMNH,255860,Specimen/Lot,Piciformes,Ramphastidae,Aulacorhynchus haematopygus haematopygus,Crimson-rumped Toucanet,10-Jun-12,Colombia,Huila,"Andalucia, Eastern Andes",2134 m,"Miller, L. E.",AMNH 116059; 3186,Female,Skin: Whole
NMNH,256425,Specimen/Lot,Passeriformes,Emberizidae,Atlapetes albinucha gutturalis,White-naped Brush-Finch; White-naped Brushfinch (White-naped); White-naped Brushfinch,12-Jun-12,Colombia,Huila,"Andalucia, Eastern Andes",1524 m,"Miller, L. E.",3209; 117141,Male,Skin: Whole
NMNH,428682,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza melanoceps,White-shouldered Antbird,13-Jun-12,Colombia,Caqueta,Puerto Venecia,,"Carriker, M. A.",23057,Male,Skeleton: Whole
NMNH,256402,Specimen/Lot,Passeriformes,Emberizidae,Tangara gyrola deleticia,Bay-headed Tanager,14-Jun-12,Colombia,Huila,"Andalucia, Eastern Andes",1219 m,"Miller, L. E.",3230,Female,Skin: Whole
NMNH,255857,Specimen/Lot,Piciformes,Ramphastidae,Aulacorhynchus prasinus albivitta,Emerald Toucanet; Southern Emerald-Toucanet (Gray-throated); White-throated Toucanet,15-Jun-12,Colombia,Huila,"Andalucia, Eastern Andes",914 m,"Miller, L. E.",3249; AMNH 116065,Male,Skin: Whole
NMNH,238433,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza exsul cassini,Chestnut-backed Antbird,19-Jun-12,Colombia,,Boc De Cupe,76 m,"Goldman, E. A.",15912,Female,Skin: Whole
NMNH,255864,Specimen/Lot,Piciformes,Ramphastidae,Pteroglossus torquatus sanguineus,Collared Aracari; Collared Aracari (Stripe-billed); Stripe-billed Aracari,21-Jun-12,Colombia,Choco,Baudo,762 m,"Kerr, E. L.",AMNH 123287; 78,Female,Skin: Whole
NMNH,256053,Specimen/Lot,Passeriformes,Pipridae,Pipra coronata carbonata,Blue-crowned Manakin,23-Jun-12,Colombia,Caqueta,Florencia,305 m,"Miller, L. E.",3303; AMNH 116725,Female/Juvenile,Skin: Whole
NMNH,255856,Specimen/Lot,Piciformes,Galbulidae,Brachygalba lugubris caquetae,Brown Jacamar,25-Jun-12,Colombia,Caqueta,Florencia,305 m,"Miller, L. E.",3332,Female,Skin: Whole
NMNH,256305,Specimen/Lot,Passeriformes,Icteridae,Cacicus cela cela,Yellow-rumped Cacique; Yellow-rumped Cacique (Amazonian),28-Jun-12,Colombia,Caqueta,Florencia,206 m,"Miller, L. E.",3424; AMNH 117500,Male,Skin: Whole
NMNH,255873,Specimen/Lot,Piciformes,Picidae,Melanerpes cruentatus,Yellow-tufted Woodpecker,28-Jun-12,Colombia,Caqueta,Florencia,206 m,"Miller, L. E.",3434,Female,Skin: Whole
NMNH,255872,Specimen/Lot,Piciformes,Picidae,Melanerpes cruentatus,Yellow-tufted Woodpecker,28-Jun-12,Colombia,Caqueta,Florencia,305 m,"Miller, L. E.",3428,Male,Skin: Whole
NMNH,255821,Specimen/Lot,Columbiformes,Columbidae,Geotrygon veraguensis,Olive-backed Quail-Dove,3-Jul-12,Colombia,Choco,Baudo,1067 m,"Kerr, E. L.",AMNH 123227; 97,Male,Skin: Whole
NMNH,256344,Specimen/Lot,Passeriformes,Emberizidae,Cissopis leveriana leveriana,Magpie Tanager,5-Jul-12,Colombia,Caqueta,Florencia,305 m,"Miller, L. E.",3352,Male,Skin: Whole
NMNH,256343,Specimen/Lot,Passeriformes,Emberizidae,Cissopis leveriana leveriana,Magpie Tanager,11-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",3613,Female,Skin: Whole
NMNH,256241,Specimen/Lot,Passeriformes,Hirundinidae,Tachycineta albiventer,White-winged Swallow,11-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",3608; AMNH 116857,Female,Skin: Whole
NMNH,255874,Specimen/Lot,Piciformes,Picidae,Melanerpes cruentatus,Yellow-tufted Woodpecker,12-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",7643,Male,Skin: Whole
NMNH,255851,Specimen/Lot,Coraciiformes,Momotidae,Momotus momota microstephanus,Blue-crowned Motmot; Amazonian Motmot,14-Jul-12,Colombia,Caqueta,"La Murelia, (R. Bodoquera)",183 m,"Miller, L. E.",,Male,Skin: Whole
NMNH,256052,Specimen/Lot,Passeriformes,Pipridae,Pipra coronata carbonata,Blue-crowned Manakin,14-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",3687; AMNH 116729,Male,Skin: Whole
NMNH,256410,Specimen/Lot,Passeriformes,Emberizidae,Euphonia xanthogaster brevirostris,Orange-bellied Euphonia,15-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",3716,Male,Skin: Whole
NMNH,256210,Specimen/Lot,Passeriformes,Troglodytidae,Donacobius atricapilla nigrodorsalis,Black-capped Donacobius,16-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",3722; AMNH 116925,Female,Skin: Whole
NMNH,323057,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus schistaceus capitalis,Plain-winged Antshrike,17-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",3749,Female,Skin: Whole
NMNH,256081,Specimen/Lot,Passeriformes,Cotingidae,Querula purpurata,Purple-throated Fruitcrow,18-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",3784; AMNH 116846,Female,Skin: Whole
NMNH,256082,Specimen/Lot,Passeriformes,Cotingidae,Querula purpurata,Purple-throated Fruitcrow,18-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",3781; AMNH 116844,Male,Skin: Whole
NMNH,256467,Specimen/Lot,Passeriformes,Emberizidae,Ammodramus aurifrons aurifrons,Yellow-browed Sparrow,19-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",3802; 117102,Male,Skin: Whole
NMNH,256304,Specimen/Lot,Passeriformes,Icteridae,Cacicus cela cela,Yellow-rumped Cacique; Yellow-rumped Cacique (Amazonian),19-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",3810; AMNH 117495,Female,Skin: Whole
NMNH,255816,Specimen/Lot,Columbiformes,Columbidae,Leptotila rufaxilla dubusi,Gray-fronted Dove; Grey-fronted Dove,22-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",AMNH 115671; 3858; 22,Female,Skin: Whole
NMNH,256051,Specimen/Lot,Passeriformes,Pipridae,Pipra coronata carbonata,Blue-crowned Manakin,22-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",3567; AMNH 116708,Male,Skin: Whole
NMNH,255806,Specimen/Lot,Ciconiiformes,Ardeidae,Butorides striatus striatus,Striated Heron; Striated Heron (South American),26-Jul-12,Colombia,Caqueta,"La Murelia, Rio Bodoquera",183 m,"Miller, L. E.",AMNH 115716; 26; 3965,Female,Skin: Whole
NMNH,256342,Specimen/Lot,Passeriformes,Emberizidae,Mitrospingus cassinii cassinii,Dusky-faced Tanager,8-Aug-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",,Male,Skin: Whole
NMNH,255853,Specimen/Lot,Coraciiformes,Momotidae,Baryphthengus ruficapillus semirufus,Rufous Motmot,10-Aug-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",,Male,Skin: Whole
NMNH,256063,Specimen/Lot,Passeriformes,Tyrannidae,Pachyramphus cinnamomeus cinnamomeus,Cinnamon Becard,10-Aug-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",AMNH 118050,Male,Skin: Whole
NMNH,256078,Specimen/Lot,Passeriformes,Cotingidae,Querula purpurata,Purple-throated Fruitcrow,10-Aug-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",AMNH 118068,Male,Skin: Whole
NMNH,255820,Specimen/Lot,Columbiformes,Columbidae,Geotrygon veraguensis,Olive-backed Quail-Dove,13-Aug-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",AMNH 117579,Male,Skin: Whole
NMNH,256296,Specimen/Lot,Passeriformes,Parulidae,Phaeothlypis fulvicauda semicervina,Buff-rumped Warbler,15-Aug-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",AMNH 118128,Male,Skin: Whole
NMNH,256331,Specimen/Lot,Passeriformes,Emberizidae,Ramphocelus flammigerus icteronotus,Flame-rumped Tanager; Flame-rumped Tanager (Lemon-rumped); Lemon-rumped Tanager,18-Aug-12,Colombia,Choco,Quibdo,,"Kerr, E. L.",427,Male,Skin: Whole
NMNH,256238,Specimen/Lot,Passeriformes,Hirundinidae,Stelgidopteryx ruficollis uropygialis,Southern Rough-winged Swallow,20-Aug-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",AMNH 118075,,Skin: Whole
NMNH,256307,Specimen/Lot,Passeriformes,Icteridae,Cacicus uropygialis pacificus,Scarlet-rumped Cacique; Scarlet-rumped Cacique (Pacific),22-Aug-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",AMNH 118351,Female,Skin: Whole
NMNH,256137,Specimen/Lot,Passeriformes,Formicariidae,Cercomacra tyrannina rufiventris,Dusky Antbird,24-Aug-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",,Female,Skin: Whole
NMNH,255854,Specimen/Lot,Piciformes,Bucconidae,Bucco pectoralis,Black-breasted Puffbird,30-Aug-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",AMNH 117761,Female,Skin: Whole
NMNH,323043,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus punctatus atrinucha,Western Slaty-Antshrike; Black-crowned Antshrike,30-Aug-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",,Female,Skin: Whole
NMNH,256132,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza exsul maculifer,Chestnut-backed Antbird,4-Sep-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",,Male,Skin: Whole
NMNH,256222,Specimen/Lot,Passeriformes,Troglodytidae,Thryothorus nigricapillus connectens,Bay Wren,4-Sep-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",AMNH 118083,Male,Skin: Whole
NMNH,264299,Specimen/Lot,Strigiformes,Strigidae,Ciccaba nigrolineata,Black-and-white Owl,5-Sep-12,Colombia,,,,"Swales, B. H.",1464,unknown,Skin: Whole
NMNH,255978,Specimen/Lot,Passeriformes,Tyrannidae,Colonia colonus leuconotus,Long-tailed Tyrant,8-Sep-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",AMNH 117937,Male,Skin: Whole
NMNH,256245,Specimen/Lot,Passeriformes,Hirundinidae,Pygochelidon cyanoleuca cyanoleuca,Blue-and-white Swallow; Blue-and-white Swallow (cyanoleuca),12-Sep-12,Colombia,Narino,Ricaurte,1524 - 1829 m,"Richardson, W. B.",AMNH 118073,Male,Skin: Whole
NMNH,256163,Specimen/Lot,Passeriformes,Furnariidae,Synallaxis brachyura chapmani,Slaty Spinetail,12-Sep-12,Colombia,Narino,Ricaurte,1524 - 1829 m,"Richardson, W. B.",AMNH 117890,Male,Skin: Whole
NMNH,256056,Specimen/Lot,Passeriformes,Tyrannidae,Pachyramphus polychopterus dorsalis,White-winged Becard,13-Sep-12,Colombia,Narino,Ricaurte,762 m,"Richardson, W. B.",AMNH 118055,Male,Skin: Whole
NMNH,255950,Specimen/Lot,Apodiformes,Trochilidae,Chlorostilbon melanorhynchus pumilus,,14-Sep-12,Colombia,Narino,Ricaurte,762 m,"Richardson, W. B.",AMNH 117682,Male,Skin: Whole
NMNH,255951,Specimen/Lot,Apodiformes,Trochilidae,Chlorostilbon melanorhynchus pumilus,,16-Sep-12,Colombia,Narino,Ricaurte,762 m,"Richardson, W. B.",AMNH 117685,Female,Skin: Whole
NMNH,256057,Specimen/Lot,Passeriformes,Tyrannidae,Pachyramphus polychopterus dorsalis,White-winged Becard,16-Sep-12,Colombia,Narino,Ricaurte,762 m,"Richardson, W. B.",AMNH 118057,Male,Skin: Whole
NMNH,255861,Specimen/Lot,Piciformes,Ramphastidae,Aulacorhynchus haematopygus haematopygus,Crimson-rumped Toucanet,16-Sep-12,Colombia,Narino,"Ricaurte, W Colombia",1524 - 1829 m,"Richardson, W. B.",AMNH 117750,Male,Skin: Whole
NMNH,256438,Specimen/Lot,Passeriformes,Emberizidae,Atlapetes brunneinucha frontalis,Chestnut-capped Brushfinch (Plain-breasted); Chestnut-capped Brushfinch,17-Sep-12,Colombia,Narino,"Ricaurte, W Colombia",1524 - 1829 m,"Richardson, W. B.",118182,Female/Adult,Skin: Whole
NMNH,256244,Specimen/Lot,Passeriformes,Hirundinidae,Pygochelidon cyanoleuca cyanoleuca,Blue-and-white Swallow; Blue-and-white Swallow (cyanoleuca),17-Sep-12,Colombia,Narino,"Ricaurte, W Colombia",1524 - 1829 m,"Richardson, W. B.",AMNH 118074,Male,Skin: Whole
NMNH,255812,Specimen/Lot,Columbiformes,Columbidae,Columba fasciata albilinea,Band-tailed Pigeon; Band-tailed Pigeon (Viosca's),18-Sep-12,Colombia,Narino,"Ricaurte, W Colombia",1524 - 1829 m,"Richardson, W. B.",AMNH 117562,Male,Skin: Whole
NMNH,256453,Specimen/Lot,Passeriformes,Emberizidae,Saltator atripennis atripennis,Black-winged Saltator,20-Sep-12,Colombia,Narino,Ricaurte,762 m,"Richardson, W. B.",AMNH 118208,Female,Skin: Whole
NMNH,256048,Specimen/Lot,Passeriformes,Pipridae,Pipra coronata minuscula,Blue-crowned Manakin,22-Sep-12,Colombia,Choco,Bagado,305 m,"Kerr, E. L.",198; AMNH 123415,Female,Skin: Whole
NMNH,256125,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus punctatus atrinucha,Western Slaty-Antshrike; Black-crowned Antshrike,23-Sep-12,Colombia,Choco,Bagado,305 m,"Kerr, E. L.",209,Male,Skin: Whole
NMNH,323042,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus punctatus atrinucha,Western Slaty-Antshrike; Black-crowned Antshrike,26-Sep-12,Colombia,Choco,Bagado,305 m,"Kerr, E. L.",929,Male,Skin: Whole
NMNH,256055,Specimen/Lot,Passeriformes,Pipridae,Machaeropterus deliciosus,Club-winged Manakin,26-Sep-12,Colombia,Narino,Buenavista,366 m,"Richardson, W. B.",AMNH 118032,Female,Skin: Whole
NMNH,256054,Specimen/Lot,Passeriformes,Pipridae,Machaeropterus deliciosus,Club-winged Manakin,26-Sep-12,Colombia,Narino,Buenavista,366 m,"Richardson, W. B.",AMNH 118028,Male,Skin: Whole
NMNH,256064,Specimen/Lot,Passeriformes,Tyrannidae,Pachyramphus cinnamomeus cinnamomeus,Cinnamon Becard,6-Oct-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",AMNH 118054,Female,Skin: Whole
NMNH,256321,Specimen/Lot,Passeriformes,Icteridae,Psarocolius wagleri ridgwayi,Chestnut-headed Oropendola,8-Oct-12,Colombia,Narino,Barbacoas,,"Richardson, W. B.",AMNH 118346,unknown,Skin: Whole
NMNH,255822,Specimen/Lot,Columbiformes,Columbidae,Geotrygon veraguensis,Olive-backed Quail-Dove,16-Oct-12,Colombia,Choco,Andagueda,305 m,"Kerr, E. L.",AMNH 123230; 266,Female,Skin: Whole
NMNH,256043,Specimen/Lot,Passeriformes,Pipridae,Manacus vitellinus viridiventris,Golden-collared Manakin,29-Dec-12,Colombia,Cauca,"Noanama, Rio San Juan",91 m,"Allen, A. A.; Miller, L. E.",1880; AMNH 112405,Male,Skin: Whole
NMNH,255990,Specimen/Lot,Passeriformes,Tyrannidae,Tyrannulus elatus,Yellow-crowned Tyrannulet,21-Jan-13,Colombia,,"Calamar, Magdalena River",15 m,"Chapman, F. M.; Cherrie; Et Al.",AMNH 122232,Female,Skin: Whole
NMNH,256141,Specimen/Lot,Passeriformes,Formicariidae,Cercomacra nigricans,Jet Antbird,24-Jan-13,Colombia,,"Magdalena River, Banco",15 - 30 m,"Chapman, F. M.; Cherrie; Et Al.",,Female,Skin: Whole
NMNH,255843,Specimen/Lot,Psittaciformes,Psittacidae,Forpus conspicillatus conspicillatus,Spectacled Parrotlet,29-Jan-13,Colombia,Antioquia,"Magdalena River, Puerto Berrio",30 m,"Chapman, F. M.; Cherrie; Et Al.",AMNH 121473,Male,Skin: Whole
NMNH,256140,Specimen/Lot,Passeriformes,Formicariidae,Cercomacra nigricans,Jet Antbird,30-Jan-13,Colombia,,"Magdalena River, Puerto Berrio",30 m,"Chapman, F. M.; Cherrie; Et Al.",,Male,Skin: Whole
NMNH,256113,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus doliatus albicans,Barred Antshrike,30-Jan-13,Colombia,Antioquia,"Magdalena River, Puerto Berrio",30 m,"Chapman, F. M.; Cherrie; Et Al.",,Female,Skin: Whole
NMNH,255808,Specimen/Lot,Galliformes,Phasianidae,Colinus cristatus leucotis,Crested Bobwhite,2-Feb-13,Colombia,Tolima,"Honda, Magdalena River",183 m,"Chapman, F. M.; Et Al.",,unknown,Skin: Whole
NMNH,256126,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza longipes panamensis,White-bellied Antbird,5-Feb-13,Colombia,Narino,"El Consuelo, Above Honda, W Slope of E Andes",823 m,"Chapman, F. M.; Cherrie",,Male,Skin: Whole
NMNH,255981,Specimen/Lot,Passeriformes,Tyrannidae,Colonia colonus leuconotus,Long-tailed Tyrant,5-Feb-13,Colombia,Tolima,"Honda, Magdalena River",823 m,"Chapman, F. M.; Cherrie; Et Al.",AMNH 122168,Male,Skin: Whole
NMNH,255807,Specimen/Lot,Galliformes,Phasianidae,Colinus cristatus leucotis,Crested Bobwhite,6-Feb-13,Colombia,Tolima,"Honda, Magdalena River",183 m,"Chapman, F. M.; Et Al.",,Male,Skin: Whole
NMNH,256139,Specimen/Lot,Passeriformes,Formicariidae,Cercomacra nigricans,Jet Antbird,8-Feb-13,Colombia,,"Magdalena River, Honda",183 m,"Chapman, F. M.; Cherrie; Et Al.",,Male,Skin: Whole
NMNH,256319,Specimen/Lot,Passeriformes,Icteridae,Sturnella magna meridionalis,Eastern Meadowlark,17-Feb-13,Colombia,E. Andes,Bogota,2667 m,Chapman; Cherrie,AMNH 123130,Female,Skin: Whole
NMNH,256002,Specimen/Lot,Passeriformes,Tyrannidae,Mecocerculus leucophrys setophagoides,White-throated Tyrannulet,21-Feb-13,Colombia,Cundinamarca,"Chipaque, E Andes",2591 - 2896 m,"Chapman, F. M.; Cherrie; Et Al.",16239; AMNH 122153,Female/Juvenile,Skin: Whole
NMNH,255892,Specimen/Lot,Apodiformes,Trochilidae,Metallura tyrianthina tyrianthina,Tyrian Metaltail (Merida); Tyrian Metaltail,21-Feb-13,Colombia,Cundinamarca,"Chipaque, E Andes",2591 - 2896 m,Chapman; Cherrie,AMNH 121641,unknown,Skin: Whole
