Name	Locality	Count
Empidonax virescens	Cisneros	1
Empidonax virescens	Lomitas	3
Empidonax virescens	San Antonio	2
Empidonax virescens	Rio Frio	1
Empidonax virescens	Puerto Valdivia	1
Empidonax alnorum	Dabeiba	1
Empidonax alnorum	Turbaco	1
Empidonax alnorum	Calamar	2
Empidonax alnorum	Puerto Berrio	1
Empidonax alnorum	Honda	3
Contopus fumigatus	Paramillo	1
Contopus fumigatus	San Antonio	2
Contopus fumigatus	Cerro Munchique	1
Contopus fumigatus	Gallera	1
Contopus fumigatus	Ricaurte	2
Contopus fumigatus	Buenavista	1
Contopus fumigatus	Salento	1
Contopus fumigatus	Rio Toche	1
Contopus fumigatus	La Palma	1
Contopus fumigatus	San Agustin	2
Contopus fumigatus	La Candela	2
Contopus fumigatus	Fusagasuga	4
Contopus fumigatus	Aguadita	3
Contopus fumigatus	Los Robles	1
Contopus fumigatus	Palo Hueco	1
Contopus virens	Dabeiba	1
Contopus virens	San Agustin	1
Contopus virens	Villavicencio	2
Contopus sordidulus	NA	1
Contopus sordidulus	Buenavista	1
Contopus sordidulus	San Agustin	1
Contopus sordidulus	Buena Vista	2
Contopus cinereus	El Consuelo	1
Myiarchus crinitus	Noanama	1
Myiarchus crinitus	Puerto Valdivia	3
Myiarchus crinitus	La Manuelita	1
Myiarchus tyrannulus	La Playa	1
Myiarchus swainsoni	Florencia	1
Myiarchus venezuelensis	Villavicencio	5
Myiarchus venezuelensis	La Morelia	2
Myiarchus venezuelensis	Florencia	1
Myiarchus panamensis	Tumaco	2
Myiarchus panamensis	Bagado	1
Myiarchus panamensis	Malena	1
Myiarchus panamensis	Puerto Berrio	2
Myiarchus panamensis	Chicoral	1
Myiarchus panamensis	Turbaco	1
Myiarchus cephalotes	Cerro Munchique	1
Myiarchus cephalotes	Miraflores	3
Myiarchus cephalotes	Salento	4
Myiarchus cephalotes	Santa Elena	2
Myiarchus cephalotes	Rio Toche	1
Myiarchus cephalotes	El Eden	2
Myiarchus cephalotes	La Candela	1
Myiarchus cephalotes	La Palma	1
Myiarchus apicalis	Caldas	1
Myiarchus apicalis	Lomitas	2
Myiarchus apicalis	San Antonio	3
Myiarchus apicalis	Cali	2
Myiarchus apicalis	Chicoral	1
Myiarchus apicalis	Honda	4
Myiarchus apicalis	El Consuelo	1
Myiarchus tuberculifer	Alto Bonito	2
Myiarchus tuberculifer	Dabeiba	3
Myiarchus tuberculifer	Juntas de Tamana	1
Myiarchus tuberculifer	San Jose	3
Myiarchus tuberculifer	Rio Frio	2
Myiarchus tuberculifer	Cali	1
Myiarchus tuberculifer	Andalucia	3
Myiarchus tuberculifer	Buena Vista	2
Tyrannus tyrannus	Miraflores	1
Tyrannus tyrannus	San Agustin	1
Tyrannus tyrannus	Susumuco	1
Tyrannus niveigularis	Ricaurte	1
Tyrannus dominicensis	Noanama	2
Tyrannus dominicensis	Banco	2
Tyrannus dominicensis	Varrud	2
Tyrannus melancholicus	Dabeiba	1
Tyrannus melancholicus	Bagado	1
Tyrannus melancholicus	Quibdo	2
Tyrannus melancholicus	Novita	1
Tyrannus melancholicus	Noanama	1
Tyrannus melancholicus	San Jose	3
Tyrannus melancholicus	Caldas	1
Tyrannus melancholicus	Lomitas	2
Tyrannus melancholicus	Ricaurte	4
Tyrannus melancholicus	Tumaco	2
Tyrannus melancholicus	Puerto Valdivia	1
Tyrannus melancholicus	San Antonio	2
Tyrannus melancholicus	Cerro Munchique	1
Tyrannus melancholicus	Cali	2
Tyrannus melancholicus	Guengue	1
Tyrannus melancholicus	La Manuelita	2
Tyrannus melancholicus	Rio Frio	1
Tyrannus melancholicus	Salento	2
Tyrannus melancholicus	Santa Elena	2
Tyrannus melancholicus	Barro Blanco	4
Tyrannus melancholicus	La Sierra	1
Tyrannus melancholicus	San Agustin	2
Tyrannus melancholicus	Andalucia	2
Tyrannus melancholicus	Chicoral	1
Tyrannus melancholicus	Honda	1
Tyrannus melancholicus	Calamar	2
Tyrannus melancholicus	La Playa	2
Tyrannus melancholicus	Turbaco	1
Tyrannus melancholicus	Aguadita	1
Tyrannus melancholicus	Bogota	2
Tyrannus melancholicus	Subia	2
Tyrannus melancholicus	La Holanda	3
Tyrannus melancholicus	Quetame	1
Tyrannus melancholicus	Florencia	2
Tyrannus forficatus	Turbaco	1
Tyrannus forficatus	Caldas	1
Tyrannus forficatus	Cali	6
Tyrannus forficatus	La Manuelita	2
Tyrannus forficatus	Barro Blanco	4
Tyrannus forficatus	Chicoral	1
Ceratopipra erythrocephala	Salaqui	1
Ceratopipra erythrocephala	Cisneros	1
Ceratopipra erythrocephala	Puerto Valdivia	6
Ceratopipra erythrocephala	Rio Frio	1
Ceratopipra erythrocephala	W of Honda	3
Ceratopipra erythrocephala	Florencia	3
Ceratopipra erythrocephala	La Morelia	2
Ceratopipra erythrocephala	Buena Vista	4
Ceratopipra erythrocephala	Villavicencio	1
Ceratopipra mentalis	Baudo	1
Ceratopipra mentalis	Noanama	2
Ceratopipra mentalis	Novita	1
Ceratopipra mentalis	San Jose	1
Ceratopipra mentalis	Barbacoas	4
Dixiphia pipra	Cocal	3
Dixiphia pipra	Buena Vista	7
Dixiphia pipra	Andalucia	1
Lepidothrix isidorei	Buena Vista	2
Lepidothrix coronata	Alto Bonito	5
Lepidothrix coronata	Bagado	5
Lepidothrix coronata	Rio Andagueda	1
Lepidothrix coronata	Juntas de Tamana	1
Lepidothrix coronata	Novita	5
Lepidothrix coronata	Noanama	1
Lepidothrix coronata	San Jose	4
Lepidothrix coronata	Buenaventura	1
Lepidothrix coronata	Barbacoas	6
Lepidothrix coronata	Puerto Valdivia	5
Lepidothrix coronata	Florencia	15
Lepidothrix coronata	La Morelia	12
Pipra filicauda	La Morelia	2
Pipra filicauda	Florencia	1
Machaeropterus striolatus	Alto Bonito	1
Machaeropterus striolatus	Puerto Valdivia	2
Machaeropterus striolatus	La Frijolera	1
Machaeropterus striolatus	W of Honda	1
Machaeropterus striolatus	Florencia	5
Machaeropterus striolatus	La Morelia	1
Machaeropterus deliciosus	Cocal	1
Machaeropterus deliciosus	Buenavista	9
Chloropipo flavicapilla	San Antonio	1
Cryptopipo holochlora	Florencia	1
Cryptopipo holochlora	Villavicencio	2
Cryptopipo holochlora	Baudo	1
Cryptopipo holochlora	San Jose	2
Cryptopipo holochlora	Barbacoas	2
Piprites chloris	La Frijolera	1
Masius chrysopterus	La Candela	5
Masius chrysopterus	Fusagasuga	4
Masius chrysopterus	Aguadita	4
Masius chrysopterus	Lomitas	4
Masius chrysopterus	San Antonio	1
Masius chrysopterus	Cocal	2
Masius chrysopterus	Gallera	3
Masius chrysopterus	Buenavista	4
Masius chrysopterus	La Frijolera	1
Chiroxiphia pareola	La Morelia	2
Corapipo leucorrhoa	San Antonio	1
Corapipo leucorrhoa	Honda	1
Corapipo leucorrhoa	El Consuelo	1
Corapipo altera	Baudo	2
Manacus manacus	Puerto Valdivia	1
Manacus manacus	Medellin	2
Manacus manacus	Malena	1
Manacus manacus	Villavicencio	3
Manacus manacus	Barbacoas	7
Manacus manacus	Honda	2
Manacus manacus	W of Honda	8
Manacus manacus	Chicoral	6
Manacus vitellinus	Alto Bonito	5
Manacus vitellinus	Dabeiba	6
Manacus vitellinus	Quibdo	1
Manacus vitellinus	Juntas de Tamana	2
Manacus vitellinus	Novita	2
Manacus vitellinus	Noanama	1
Manacus vitellinus	Buenaventura	1
Manacus vitellinus	San Jose	6
Manacus vitellinus	Cisneros	7
Manacus vitellinus	Rio Frio	2
Manacus vitellinus	Guengue	1
Manacus vitellinus	NA	3
Manacus vitellinus	Puerto Valdivia	12
Schiffornis veraepacis	NA	2
Schiffornis veraepacis	Novita Trail	1
Schiffornis veraepacis	Barbacoas	2
Schiffornis stenorhyncha	El Consuelo	3
Sapayoa aenigma	Baudo	1
Sapayoa aenigma	Noanama	1
Sapayoa aenigma	Barbacoas	4
Tityra cayana	Florencia	2
Tityra cayana	Villavicencio	1
Tityra semifasciata	Buena Vista	2
Tityra semifasciata	Novita	1
Tityra semifasciata	Dabeiba	1
Tityra semifasciata	Puerto Valdivia	3
Tityra semifasciata	Barbacoas	1
Tityra inquisitor	Florencia	2
Pachyramphus homochrous	Novita	1
Pachyramphus minor	La Morelia	2
Pachyramphus minor	Florencia	1
Pachyramphus versicolor	San Antonio	6
Pachyramphus versicolor	Cerro Munchique	3
Pachyramphus versicolor	Miraflores	2
Pachyramphus versicolor	El Eden	1
Pachyramphus versicolor	Aguadita	1
Pachyramphus versicolor	Los Robles	2
Pachyramphus rufus	NA	1
Pachyramphus cinnamomeus	Alto Bonito	5
Pachyramphus cinnamomeus	Juntas de Tamana	1
Pachyramphus cinnamomeus	Novita	2
Pachyramphus cinnamomeus	Noanama	2
Pachyramphus cinnamomeus	Buenaventura	1
Pachyramphus cinnamomeus	San Jose	4
Pachyramphus cinnamomeus	Cisneros	1
Pachyramphus cinnamomeus	Barbacoas	7
Pachyramphus cinnamomeus	Puerto Valdivia	5
Pachyramphus cinnamomeus	Malena	1
Pachyramphus cinnamomeus	W of Honda	1
Pachyramphus cinnamomeus	Buena Vista	1
Pachyramphus cinnamomeus	Algodonal	1
Pachyrhamphus sp	Cali	1
Pachyramphus castaneus	La Morelia	1
Pachyramphus polychopterus	La Morelia	1
Pachyramphus polychopterus	Florencia	1
Pachyramphus ?marginatus?	La Morelia	1
Pachyramphus polychopterus	San Antonio	3
Pachyramphus polychopterus	Cali	3
Pachyramphus polychopterus	Ricaurte	5
Pachyramphus polychopterus	Aguadita	3
Lipaugus fuscocinereus	Paramillo	1
Lipaugus fuscocinereus	Salento	2
Lipaugus fuscocinereus	Laguneta	1
Lipaugus fuscocinereus	Los Robles	4
Lipaugus fuscocinereus	Subia	1
Lipaugus vociferans	Florencia	6
Lipaugus unirufus	Rio Atrato	1
Lipaugus unirufus	Baudo	3
Lipaugus unirufus	Noanama	1
Lipaugus unirufus	Novita	4
Lipaugus unirufus	Barbacoas	2
Lipaugus unirufus	Puerto Valdivia	2
Snowornis cryptolophus	Andalucia	1
Rhytipterna simplex	Florencia	1
Rhytipterna holerythra	Alto Bonito	3
Rhytipterna holerythra	Puerto Valdivia	3
Rhytipterna holerythra	Cisneros	1
Attila spadiceus	Gallera	3
Attila spadiceus	Salaqui	1
Attila spadiceus	Puerto Berrio	1
Rupicola peruvianus	Salento	4
Rupicola peruvianus	La Palma	9
Rupicola peruvianus	Andalucia	1
Rupicola peruvianus	San Agustin	15
Rupicola peruvianus	Buena Vista	2
Rupicola peruvianus	Barrigon	1
Rupicola peruvianus	Novita Trail	1
Rupicola peruvianus	San Antonio	1
Rupicola peruvianus	Cerro Munchique	1
Rupicola peruvianus	La Florida	4
Rupicola peruvianus	Gallera	1
Rupicola peruvianus	Cocal	4
Pipreola arcuata	Laguneta	1
Ampelioides tschudii	Lomitas	1
Ampelioides tschudii	San Antonio	1
Ampelioides tschudii	Cocal	1
Ampelioides tschudii	Andalucia	2
Pipreola riefferii	Santa Elena	6
Pipreola riefferii	El Eden	2
Pipreola riefferii	Fusagasuga	3
Pipreola riefferii	Los Robles	5
Pipreola riefferii	Subia	6
Pipreola riefferii	San Antonio	15
Pipreola riefferii	Cerro Munchique	6
Pipreola riefferii	La Florida	3
Pipreola riefferii	Cocal	2
Pipreola riefferii	Almaguer	1
Pipreola riefferii	Salento	1
Pipreola lubomirskii	La Candela	1
Pipreola jucunda	Buenavista	1
Cotinga nattererii	Iguamiando	4
Cotinga nattererii	Noanama	4
Cotinga nattererii	Barbacoas	3
Cotinga nattererii	Puerto Valdivia	1
Carpodectes hopkei	Iguamiando	5
Ampelion rubrocristatus	Paramillo	6
Ampelion rubrocristatus	Coast Range	1
Ampelion rubrocristatus	Valle de las Papas	5
Ampelion rubrocristatus	Laguneta	6
Ampelion rubrocristatus	Paramo Santa Isabel	2
Ampelion rubrocristatus	El Penon	2
Ampelion rufaxilla	San Antonio	1
Ampelion rufaxilla	Cerro Munchique	2
Ampelion rufaxilla	Santa Elena	2
Querula purpurata	Salaqui	3
Querula purpurata	Alto Bonito	1
Querula purpurata	Novita	3
Querula purpurata	Buenaventura	3
Querula purpurata	San Jose	4
Querula purpurata	Barbacoas	6
Querula purpurata	Puerto Valdivia	4
Querula purpurata	Puerto Berrio	1
Querula purpurata	La Morelia	4
Pyroderus scutatus	La Palma	1
Pyroderus scutatus	San Agustin	1
Pyroderus scutatus	Fusagasuga	1
Pyroderus scutatus	Lomitas	1
Pyroderus scutatus	San Antonio	8
Pyroderus scutatus	NA	4
Pyroderus scutatus	Cerro Munchique	1
Pyroderus scutatus	Gallera	1
Pyroderus scutatus	La Florida	2
Pyroderus scutatus	Miraflores	2
Pyroderus scutatus	Salento	4
Pyroderus scutatus	La Frijolera	1
Cephalopterus ornatus	Florencia	1
Cephalopterus ornatus	Buena Vista	2
Cephalopterus penduliger	Los Tambos	4
Riparia riparia	Cali	1
Tachycineta albiventer	La Playa	7
Tachycineta albiventer	La Morelia	12
Hirundo rustica	Quibdo	1
Hirundo rustica	Juntas de Tamana	1
Hirundo rustica	La Holanda	1
Progne chalybea	Cali	2
Progne chalybea	Malena	3
Progne chalybea	Algodonal	1
Progne chalybea	Florencia	2
Progne tapera	Bogota	1
Progne tapera	Rio Magdalena	2
Progne tapera	Chicoral	3
Atticora fasciata	La Morelia	4
Orochelidon murina	Paramillo	2
Orochelidon murina	El Penon	8
Orochelidon murina	La Hererra	1
Orochelidon murina	Puente Andalucia	1
Orochelidon murina	Suba	1
Atticora tibialis	Juntas de Tamana	1
Atticora tibialis	San Jose	3
Pygochelidon cyanoleuca	Caldas	5
Pygochelidon cyanoleuca	San Antonio	4
Pygochelidon cyanoleuca	Popayan	1
Pygochelidon cyanoleuca	Cerro Munchique	1
Pygochelidon cyanoleuca	Gallera	2
Pygochelidon cyanoleuca	Ricaurte	3
Pygochelidon cyanoleuca	Salento	2
Pygochelidon cyanoleuca	Santa Elena	2
Pygochelidon cyanoleuca	Barro Blanco	1
Pygochelidon cyanoleuca	Rio Toche	2
Pygochelidon cyanoleuca	El Eden	3
Pygochelidon cyanoleuca	La Palma	1
Pygochelidon cyanoleuca	El Carmen de Jacopi	1
Stelgidopteryx ruficollis	La Morelia	1
Stelgidopteryx ruficollis	Dabeiba	1
Stelgidopteryx ruficollis	Puerto Valdivia	1
Stelgidopteryx ruficollis	Rio Frio	1
Stelgidopteryx ruficollis	Calamar	1
Stelgidopteryx ruficollis	Varrud	1
Stelgidopteryx ruficollis	Banco	3
Stelgidopteryx ruficollis	Puerto Berrio	3
Stelgidopteryx ruficollis	Malena	1
Stelgidopteryx ruficollis	Chicoral	1
Stelgidopteryx ruficollis	Andalucia	1
Stelgidopteryx ruficollis	Villavicencio	1
Stelgidopteryx ruficollis	Juntas de Tamana	1
Stelgidopteryx ruficollis	Novita	1
Stelgidopteryx ruficollis	San Jose	6
Stelgidopteryx ruficollis	Caldas	3
Stelgidopteryx ruficollis	Lomitas	1
Stelgidopteryx ruficollis	Barbacoas	2
Stelgidopteryx ruficollis	Buenavista	2
Stelgidopteryx ruficollis	La Frijolera	1
Stelgidopteryx ruficollis	Barro Blanco	3
Stelgidopteryx ruficollis	Salento	1
Stelgidopteryx ruficollis	Rio Toche	1
Polioptila plumbea	Honda	4
Polioptila plumbea	Chicoral	4
Polioptila plumbea	Cisneros	1
Polioptila schistaceigula	San Jose	1
Polioptila schistaceigula	Puerto Valdivia	1
Cinnycerthia unirufa	El Penon	8
Cinnycerthia unirufa	Laguneta	2
Cinnycerthia unirufa	Paramo Santa Isabel	7
Cinnycerthia olivascens	Coast Range	2
Cinnycerthia olivascens	Laguneta	2
Cinnycerthia olivascens	Salento	3
Cinnycerthia olivascens	Andalucia	2
Cinnycerthia olivascens	Los Robles	1
Campylorhynchus griseus	Turbaco	4
Campylorhynchus griseus	La Playa	7
Campylorhynchus griseus	Calamar	3
Campylorhynchus griseus	Carpintero	1
Campylorhynchus griseus	Remolino	2
Campylorhynchus griseus	Honda	1
Campylorhynchus albobrunneus	Salaqui	1
Campylorhynchus albobrunneus	Rio Atrato	1
Campylorhynchus albobrunneus	Dabeiba	1
Campylorhynchus albobrunneus	Bagado	1
Campylorhynchus albobrunneus	La Vieja	3
Campylorhynchus albobrunneus	San Jose	1
Campylorhynchus turdinus	La Morelia	2
Campylorhynchus turdinus	Florencia	4
Campylorhynchus zonatus	Opon	1
Campylorhynchus zonatus	Puerto Berrio	2
Campylorhynchus zonatus	Malena	3
Campylorhynchus zonatus	El Consuelo	2
Campylorhynchus nuchalis	Rio Sinu	1
Campylorhynchus nuchalis	Turbaco	2
Campylorhynchus nuchalis	Calamar	2
Campylorhynchus nuchalis	Carpintero	1
Campylorhynchus nuchalis	Bocas de Chimi	1
Campylorhynchus nuchalis	Banco	1
Odontorchilus branickii	La Palma	1
Cantorchilus leucotis	Algodonal	1
Cantorchilus leucotis	Puerto Berrio	2
Cantorchilus leucotis	Malena	2
Cantorchilus leucotis	Honda	2
Cantorchilus leucotis	Chicoral	2
Cantorchilus leucotis	Salaqui	1
Cantorchilus leucotis	Villavicencio	4
Thryophilus rufalbus	Villavicencio	11
Cantorchilus leucopogon	San Jose	1
Cantorchilus leucopogon	Buenavista	1
Cantorchilus nigricapillus	Alto Bonito	11
Cantorchilus nigricapillus	Dabeiba	3
Cantorchilus nigricapillus	Bagado	3
Cantorchilus nigricapillus	Juntas de Tamana	4
Cantorchilus nigricapillus	Buenaventura	2
Cantorchilus nigricapillus	San Jose	9
Cantorchilus nigricapillus	Cisneros	2
Cantorchilus nigricapillus	Cocal	7
Cantorchilus nigricapillus	Barbacoas	6
Pheugopedius spadix	Gallera	1
Pheugopedius fasciatoventris	Puerto Valdivia	1
Pheugopedius fasciatoventris	Malena	2
Pheugopedius fasciatoventris	Algodonal	1
Pheugopedius fasciatoventris	Honda	1
Pheugopedius fasciatoventris	Anolaima	2
Pheugopedius mystacalis	Lomitas	3
Pheugopedius mystacalis	San Antonio	3
Pheugopedius mystacalis	Popayan	1
Pheugopedius mystacalis	Miraflores	4
Pheugopedius mystacalis	Salento	1
Pheugopedius mystacalis	La Candela	1
Pheugopedius mystacalis	San Agustin	1
Pheugopedius mystacalis	Andalucia	1
Pheugopedius mystacalis	Buena Vista	8
Pheugopedius sclateri	Miraflores	1
Pheugopedius sclateri	Icononzo	1
Pheugopedius rutilus	Villavicencio	8
Pheugopedius rutilus	Buena Vista	5
Pheugopedius rutilus	Susumuco	1
Cistothorus platensis	Valle de las Papas	2
Cistothorus platensis	Paramo Santa Isabel	15
Cistothorus platensis	Chipaque	1
Cistothorus apolinari	Suba	5
Troglodytes aedon	Alto Bonito	1
Troglodytes aedon	Dabeiba	4
Troglodytes aedon	Bagado	1
Troglodytes aedon	Barbacoas	2
Troglodytes aedon	Tumaco	4
Troglodytes aedon	Puerto Valdivia	1
Troglodytes aedon	La Frijolera	1
Troglodytes aedon	Caldas	4
Troglodytes aedon	Lomitas	3
Troglodytes aedon	San Antonio	5
Troglodytes aedon	Cali	5
Troglodytes aedon	La Manuelita	1
Troglodytes aedon	Rio Frio	1
Troglodytes aedon	Miraflores	4
Troglodytes aedon	Salento	1
Troglodytes aedon	Santa Elena	1
Troglodytes aedon	Rio Toche	3
Troglodytes aedon	La Sierra	1
Troglodytes aedon	Andalucia	1
Troglodytes aedon	Chicoral	2
Troglodytes aedon	Honda	2
Troglodytes aedon	Anolaima	2
Troglodytes aedon	Los Robles	1
Troglodytes aedon	El Penon	2
Troglodytes aedon	La Holanda	3
Troglodytes aedon	Tocaimito	2
Troglodytes aedon	NA	1
Troglodytes aedon	Fomeque	1
Troglodytes aedon	Chipaque	6
Troglodytes aedon	Choachi	2
Troglodytes aedon	Quetame	1
Troglodytes aedon	Buena Vista	10
Troglodytes solstitialis	Cerro Munchique	2
Troglodytes solstitialis	Laguneta	6
Troglodytes solstitialis	Paramo Santa Isabel	4
Troglodytes solstitialis	El Eden	1
Troglodytes solstitialis	Rio Toche	1
Troglodytes solstitialis	Almaguer	4
Troglodytes solstitialis	Valle de las Papas	2
Troglodytes solstitialis	La Palma	1
Troglodytes solstitialis	Los Robles	2
Troglodytes solstitialis	El Penon	2
Henicorhina leucosticta	Alto Bonito	6
Henicorhina leucosticta	Dabeiba	1
Henicorhina leucosticta	La Morelia	4
Henicorhina leucosticta	Florencia	4
Henicorhina leucosticta	Lomitas	5
Henicorhina leucosticta	Peque	3
Henicorhina leucosticta	Rio Frio	3
Henicorhina leucosticta	El Consuelo	2
Henicorhina leucosticta	Novita	3
Henicorhina leucosticta	San Jose	2
Henicorhina leucosticta	Barbacoas	3
Henicorhina leucosticta	Buenavista	2
Henicorhina leucophrys	La Frijolera	2
Henicorhina leucophrys	Lomitas	11
Henicorhina leucophrys	San Antonio	11
Henicorhina leucophrys	Cerro Munchique	8
Henicorhina leucophrys	Miraflores	6
Henicorhina leucophrys	Salento	5
Henicorhina leucophrys	Santa Elena	4
Henicorhina leucophrys	Rio Toche	5
Henicorhina leucophrys	El Eden	3
Henicorhina leucophrys	La Palma	3
Henicorhina leucophrys	La Candela	5
Henicorhina leucophrys	Andalucia	1
Henicorhina leucophrys	Subia	4
Henicorhina leucophrys	Fusagasuga	5
Henicorhina leucophrys	Aguadita	4
Henicorhina leucophrys	Los Robles	3
Henicorhina leucophrys	Chipaque	1
Henicorhina leucophrys	Buena Vista	1
Henicorhina leucophrys	Gallera	2
Henicorhina leucophrys	Cocal	2
Henicorhina leucophrys	Ricaurte	1
Cyphorhinus arada	Florencia	3
Cyphorhinus phaeocephalus	Alto Bonito	4
Cyphorhinus phaeocephalus	Banco	3
Cyphorhinus phaeocephalus	Barbacoas	1
Cyphorhinus phaeocephalus	Puerto Valdivia	1
Cyphorhinus thoracicus	La Frijolera	1
Cyphorhinus thoracicus	San Antonio	7
Cyphorhinus thoracicus	Cocal	2
Cyphorhinus thoracicus	El Eden	1
Microcerculus marginatus	Florencia	2
Microcerculus marginatus	La Morelia	1
Microcerculus marginatus	Novita	2
Microcerculus marginatus	San Jose	1
Microcerculus marginatus	Barbacoas	6
Microcerculus marginatus	Dabeiba	2
Microcerculus marginatus	Alto Bonito	1
Cinclus leucocephalus	Juntas de Tamana	1
Cinclus leucocephalus	Salento	3
Cinclus leucocephalus	Rio Toche	3
Cinclus leucocephalus	San Agustin	2
Cinclus leucocephalus	Fusagasuga	1
Cinclus leucocephalus	Quetame	1
Mimus gilvus	Dabeiba	1
Mimus gilvus	Caldas	4
Mimus gilvus	Salento	1
Mimus gilvus	Barro Blanco	1
Mimus gilvus	Honda	1
Mimus gilvus	Chicoral	1
Mimus gilvus	La Hererra	1
Mimus gilvus	La Holanda	4
Mimus gilvus	Andalucia	1
Mimus gilvus	San Agustin	1
Mimus gilvus	La Playa	1
Mimus gilvus	Alto Bonito	1
Mimus gilvus	Quibdo	1
Donacobius atricapilla	Rio Atrato	2
Donacobius atricapilla	Cienaga	3
Donacobius atricapilla	Algodonal	1
Donacobius atricapilla	Puerto Berrio	4
Donacobius atricapilla	Malena	2
Donacobius atricapilla	Honda	1
Donacobius atricapilla	Villavicencio	5
Donacobius atricapilla	La Morelia	5
Rhodinocichla rosea	San Antonio de Tena	3
Myadestes ralloides	San Antonio	7
Myadestes ralloides	Miraflores	2
Myadestes ralloides	Santa Elena	9
Myadestes ralloides	El Eden	1
Myadestes ralloides	La Candela	1
Myadestes ralloides	Fusagasuga	3
Turdus serranus	NA	1
Turdus serranus	Subia	1
Turdus serranus	Andalucia	1
Turdus serranus	San Antonio	3
Turdus serranus	Cerro Munchique	5
Turdus serranus	La Florida	2
Turdus serranus	Santa Elena	2
Turdus leucops	San Antonio	1
Turdus leucops	NA	1
Turdus leucops	La Candela	1
Turdus olivater	La Sierra	4
Turdus albicollis	La Morelia	3
Turdus albicollis	Florencia	1
Turdus assimilis	Juntas de Tamana	1
Turdus assimilis	Novita	1
Turdus assimilis	San Jose	3
Turdus nudigenis	Villavicencio	2
Turdus ignobilis	La Frijolera	3
Turdus ignobilis	Barro Blanco	1
Turdus ignobilis	Rio Toche	1
Turdus ignobilis	Honda	3
Turdus ignobilis	El Consuelo	2
Turdus ignobilis	Fusagasuga	4
Turdus ignobilis	Andalucia	2
Turdus ignobilis	San Agustin	5
Turdus ignobilis	La Palma	1
Turdus ignobilis	Caldas	3
Turdus ignobilis	San Antonio	5
Turdus ignobilis	Cali	2
Turdus ignobilis	Guengue	1
Turdus ignobilis	La Manuelita	1
Turdus ignobilis	Rio Frio	3
Turdus ignobilis	Miraflores	4
Turdus ignobilis	Quetame	4
Turdus ignobilis	Buena Vista	3
Turdus ignobilis	Villavicencio	6
Turdus ignobilis	La Morelia	4
Turdus obsoletus	San Antonio	1
Turdus leucomelas	Honda	3
Turdus leucomelas	Chicoral	1
Turdus fuscater	Bogota	3
Turdus fuscater	Los Robles	1
Turdus fuscater	Chipaque	3
Turdus fuscater	Quetame	4
Turdus fuscater	Paramillo	11
Turdus fuscater	Coast Range	1
Turdus fuscater	Cerro Munchique	6
Turdus fuscater	Cocal	2
Turdus fuscater	Almaguer	1
Turdus fuscater	Valle de las Papas	1
Turdus fuscater	Laguneta	9
Turdus fuscater	Paramo Santa Isabel	4
Turdus fuscater	Santa Elena	1
Turdus fuscater	Barro Blanco	1
Turdus fuscater	Rio Toche	6
Turdus fuscater	El Eden	2
Catharus minimus	Puerto Valdivia	1
Catharus ustulatus	Novita Trail	1
Catharus ustulatus	Lomitas	1
Catharus ustulatus	San Antonio	5
Catharus ustulatus	Rio Frio	2
Catharus ustulatus	La Sierra	1
Catharus ustulatus	Miraflores	1
Catharus ustulatus	Salento	1
Catharus ustulatus	Santa Elena	1
Catharus ustulatus	Barro Blanco	2
Catharus ustulatus	Rio Toche	1
Catharus ustulatus	El Eden	1
Catharus ustulatus	Chicoral	1
Catharus ustulatus	W of Honda	3
Catharus ustulatus	Choachi	3
Catharus ustulatus	Buena Vista	3
Catharus aurantiirostris	San Agustin	2
Catharus aurantiirostris	Andalucia	1
Catharus aurantiirostris	Peque	3
Catharus aurantiirostris	Popayan	2
Catharus aurantiirostris	La Sierra	2
Catharus aurantiirostris	Miraflores	3
Catharus dryas	La Candela	8
Catharus dryas	Andalucia	3
Catharus dryas	Buena Vista	4
Vireo olivaceus	Santa Elena	1
Vireo olivaceus	Chicoral	1
Vireo olivaceus	Villavicencio	1
Vireo flavoviridis	Chicoral	2
Vireo chivi	Cali	2
Vireo leucophrys	San Antonio	2
Vireo leucophrys	Cerro Munchique	5
Vireo leucophrys	Ricaurte	1
Vireo leucophrys	La Sierra	1
Vireo leucophrys	Miraflores	4
Vireo leucophrys	Salento	2
Vireo leucophrys	Santa Elena	8
Vireo leucophrys	El Eden	1
Vireo leucophrys	La Palma	1
Vireo leucophrys	La Candela	6
Vireo leucophrys	San Agustin	1
Vireo leucophrys	Fusagasuga	2
Vireo leucophrys	Los Robles	2
Vireo flavifrons	Santa Elena	1
Pachysylvia semibrunnea	Lomitas	1
Pachysylvia semibrunnea	San Antonio	1
Pachysylvia semibrunnea	La Manuelita	1
Pachysylvia semibrunnea	Miraflores	5
Pachysylvia semibrunnea	San Agustin	1
Pachysylvia semibrunnea	Fusagasuga	1
Hylophilus flavipes	La Playa	1
Hylophilus flavipes	Calamar	2
Hylophilus flavipes	Chicoral	4
Hylophilus flavipes	Villavicencio	5
Pachysylvia decurtata	Cisneros	1
Cyclarhis gujanensis	Chicoral	2
Cyclarhis gujanensis	Villavicencio	3
Cyclarhis gujanensis	Buena Vista	2
Cyclarhis nigrirostris	Alban	1
Cyclarhis nigrirostris	San Antonio	1
Cyclarhis nigrirostris	Cerro Munchique	2
Cyclarhis nigrirostris	Gallera	1
Cyclarhis nigrirostris	Cocal	2
