Name	Locality	Count
Colaptes rubiginosus	La Candela	1
Colaptes rubiginosus	Buena Vista	5
Colaptes punctigula	La Morelia	1
Colaptes punctigula	Buena Vista	1
Colaptes punctigula	Villavicencio	2
Colaptes punctigula	Barrigon	1
Colaptes punctigula	Rio Atrato	1
Colaptes punctigula	La Playa	1
Colaptes punctigula	Calamar	1
Colaptes punctigula	Noanama	1
Colaptes punctigula	Cali	2
Colaptes punctigula	Rio Frio	1
Colaptes punctigula	W of Honda	1
Colaptes punctigula	Puerto Berrio	2
Melanerpes formicivorus	Paramillo	1
Melanerpes formicivorus	Lomitas	2
Melanerpes formicivorus	San Antonio	6
Melanerpes formicivorus	Cerro Munchique	4
Melanerpes formicivorus	Gallera	1
Melanerpes formicivorus	Miraflores	1
Melanerpes formicivorus	Salento	1
Melanerpes formicivorus	Laguneta	4
Melanerpes formicivorus	Santa Elena	1
Melanerpes formicivorus	San Agustin	2
Melanerpes formicivorus	La Candela	1
Melanerpes formicivorus	Palo Hueco	14
Melanerpes cruentatus	Florencia	6
Melanerpes cruentatus	La Morelia	6
Melanerpes cruentatus	Buena Vista	7
Melanerpes cruentatus	Villavicencio	5
Melanerpes pucherani	Alto Bonito	2
Melanerpes pucherani	Quibdo	1
Melanerpes pucherani	Baudo	1
Melanerpes pucherani	Noanama	2
Melanerpes pucherani	San Jose	2
Melanerpes pucherani	Cisneros	2
Melanerpes pucherani	Barbacoas	6
Melanerpes pucherani	Puerto Valdivia	3
Melanerpes rubricapillus	Rio Sinu	3
Melanerpes rubricapillus	Algodonal	2
Melanerpes rubricapillus	Rio Magdalena	2
Melanerpes rubricapillus	W of Honda	9
Melanerpes rubricapillus	Chicoral	1
Dryobates fumigatus	La Candela	2
Dryobates fumigatus	San Agustin	1
Dryobates fumigatus	Fusagasuga	5
Dryobates fumigatus	Palo Hueco	1
Dryobates fumigatus	Buena Vista	1
Dryobates fumigatus	Alban	1
Dryobates fumigatus	Lomitas	2
Dryobates fumigatus	San Antonio	3
Dryobates fumigatus	Gallera	1
Dryobates fumigatus	Popayan	2
Dryobates fumigatus	La Sierra	1
Dryobates fumigatus	Miraflores	1
Dryobates fumigatus	Santa Elena	1
Dryobates nigriceps	Paramo Santa Isabel	2
Dryobates nigriceps	Almaguer	1
Dryobates dignus	San Antonio	1
Dryobates dignus	Cerro Munchique	2
Dryobates dignus	Salento	1
Dryobates dignus	Fusagasuga	1
Dryobates passerinus	Buena Vista	1
Dryobates passerinus	Villavicencio	2
Dryobates affinis	La Morelia	2
Dryobates kirkii	Juntas de Tamana	1
Dryobates kirkii	Cisneros	1
Dryobates kirkii	Barbacoas	7
Dryobates kirkii	Puerto Valdivia	1
Dryobates kirkii	Rio Frio	2
Dryobates kirkii	Chicoral	3
Dryobates kirkii	Honda	2
Dryobates kirkii	Malena	1
Dryobates kirkii	Bocas de Chimi	1
Celeus loricatus	Puerto Valdivia	1
Celeus loricatus	Alto Bonito	1
Celeus loricatus	Baudo	1
Celeus loricatus	Novita	1
Celeus loricatus	Barbacoas	4
Celeus loricatus	Salaqui	1
Campephilus rubricollis	La Morelia	2
Campephilus melanoleucos	Florencia	1
Campephilus melanoleucos	Villavicencio	1
Campephilus melanoleucos	Alto Bonito	1
Campephilus melanoleucos	Dabeiba	1
Campephilus melanoleucos	Peque	2
Campephilus melanoleucos	Novita	1
Campephilus melanoleucos	Noanama	1
Campephilus melanoleucos	Puerto Valdivia	2
Campephilus melanoleucos	Lomitas	3
Campephilus melanoleucos	San Antonio	4
Campephilus melanoleucos	Coast Range	1
Campephilus melanoleucos	Miraflores	3
Campephilus melanoleucos	Salento	1
Campephilus melanoleucos	Turbaco	2
Campephilus melanoleucos	La Palma	1
Campephilus melanoleucos	La Candela	1
Campephilus melanoleucos	Puerto Berrio	1
Campephilus pollens	Cerro Munchique	1
Campephilus pollens	La Florida	4
Campephilus pollens	Cocal	4
Campephilus pollens	Almaguer	2
Campephilus pollens	Laguneta	3
Campephilus pollens	Paramo Santa Isabel	3
Campephilus pollens	Los Robles	1
Campephilus haematogaster	Alto Bonito	2
Campephilus haematogaster	Barbacoas	1
Campephilus haematogaster	Puerto Valdivia	1
Dryocopus lineatus	Alto Bonito	1
Dryocopus lineatus	Noanama	1
Dryocopus lineatus	Cali	3
Dryocopus lineatus	La Manuelita	2
Dryocopus lineatus	Miraflores	1
Dryocopus lineatus	Guengue	1
Dryocopus lineatus	Puerto Berrio	1
Dryocopus lineatus	W of Honda	2
Picumnus cinnamomeus	La Playa	1
Picumnus cinnamomeus	Varrud	1
Picumnus squamulatus	Buena Vista	7
Picumnus squamulatus	Villavicencio	6
Picumnus squamulatus	Quetame	1
Picumnus olivaceus	La Frijolera	1
Picumnus olivaceus	El Eden	1
Picumnus olivaceus	Rio Toche	2
Picumnus olivaceus	La Candela	1
Picumnus olivaceus	San Agustin	3
Picumnus olivaceus	La Palma	1
Picumnus olivaceus	Chicoral	2
Picumnus olivaceus	Honda	2
Picumnus olivaceus	W of Honda	4
Picumnus olivaceus	Puerto Berrio	1
Picumnus olivaceus	Malena	1
Picumnus olivaceus	Barbacoas	1
Picumnus granadensis	San Antonio	1
Picumnus granadensis	Rio Frio	2
Picumnus granadensis	Cisneros	2
Picumnus granadensis	Gallera	1
Picumnus granadensis	Peque	2
Picumnus granadensis	Medellin	1
Scytalopus sp.	Coast Range	8
Scytalopus sp.	Cerro Munchique	9
Scytalopus sp.	Cocal	3
Scytalopus sp.	Almaguer	4
Scytalopus sp.	Valle de las Papas	3
Scytalopus sp.	Laguneta	3
Scytalopus sp.	Paramo Santa Isabel	2
Scytalopus sp.	Santa Elena	1
Scytalopus sp.	Fusagasuga	1
Scytalopus sp.	Los Robles	2
Scytalopus sp.	El Penon	2
Scytalopus canus	Paramillo	10
Scytalopus griseicollis	Bogota	6
Scytalopus griseicollis	El Penon	2
Scytalopus griseicollis	Chipaque	1
Scytalopus griseicollis	Tocaimito	3
Scytalopus ?spillmanni?	Paramo Santa Isabel	2
Scytalopus micropterus	Alto Bonito	2
Scytalopus micropterus	Lomitas	1
Scytalopus micropterus	San Antonio	1
Scytalopus micropterus	Pavas	1
Scytalopus micropterus	Coast Range	1
Scytalopus micropterus	Ricaurte	1
Scytalopus micropterus	Miraflores	2
Scytalopus micropterus	Salento	3
Scytalopus micropterus	Laguneta	1
Scytalopus micropterus	El Eden	2
Scytalopus micropterus	La Palma	3
Scytalopus micropterus	La Candela	2
Scytalopus micropterus	Andalucia	1
Scytalopus micropterus	Bogota	2
Scytalopus micropterus	Buena Vista	1
Scytalopus griseicollis	NA	1
Myornis senilis	Laguneta	1
Myornis senilis	El Penon	1
Acropternis orthonyx	Laguneta	2
Conopophaga aurita	La Morelia	2
Conopophaga aurita	Florencia	1
Conopophaga castaneiceps	La Frijolera	2
Conopophaga castaneiceps	La Candela	4
Conopophaga castaneiceps	Andalucia	4
Conopophaga castaneiceps	Buena Vista	4
Conopophaga castaneiceps	Baudo	1
Cymbilaimus lineatus	Florencia	1
Cymbilaimus lineatus	La Morelia	1
Cymbilaimus lineatus	Novita	1
Cymbilaimus lineatus	Noanama	1
Cymbilaimus lineatus	Barbacoas	5
Taraba major	La Morelia	1
Taraba major	Alto Bonito	7
Taraba major	La Vieja	1
Taraba major	Baudo	1
Taraba major	San Jose	3
Taraba major	Barbacoas	6
Taraba major	Rio Frio	5
Taraba major	Palmira	1
Taraba major	Malena	1
Taraba major	Honda	2
Taraba major	Buena Vista	2
Taraba major	Villavicencio	2
Thamnophilus unicolor	San Antonio	11
Thamnophilus unicolor	Gallera	4
Thamnophilus unicolor	Cerro Munchique	2
Thamnophilus unicolor	Cocal	2
Thamnophilus unicolor	Ricaurte	2
Thamnophilus unicolor	Barro Blanco	2
Thamnophilus unicolor	La Palma	3
Thamnophilus unicolor	Fusagasuga	5
Thamnophilus unicolor	Aguadita	2
Thamnophilus nigriceps	Rio Atrato	2
Thamnophilus nigriceps	Iguamiando	1
Thamnophilus nigriceps	Algodonal	1
Thamnophilus nigriceps	Puerto Berrio	4
Thamnophilus nigriceps	Malena	4
Thamnophilus nigriceps	W of Honda	1
Thamnophilus punctatus	Barrigon	2
Thamnophilus atrinucha	Alto Bonito	2
Thamnophilus atrinucha	Dabeiba	6
Thamnophilus atrinucha	Bagado	3
Thamnophilus atrinucha	Baudo	2
Thamnophilus atrinucha	Novita	3
Thamnophilus atrinucha	Novita Trail	1
Thamnophilus atrinucha	Juntas de Tamana	1
Thamnophilus atrinucha	Noanama	1
Thamnophilus atrinucha	San Jose	1
Thamnophilus atrinucha	Barbacoas	7
Thamnophilus atrinucha	La Frijolera	15
Thamnophilus atrinucha	Malena	1
Thamnophilus atrinucha	Honda	4
Thamnophilus atrinucha	Chicoral	1
Sakesphorus canadensis	Turbaco	3
Sakesphorus canadensis	La Playa	7
Sakesphorus canadensis	Calamar	3
Sakesphorus canadensis	Algodonal	2
Thamnophilus doliatus	Villavicencio	7
Thamnophilus doliatus	Chicoral	3
Thamnophilus doliatus	W of Honda	7
Thamnophilus doliatus	Puerto Berrio	3
Thamnophilus doliatus	Malena	4
Thamnophilus doliatus	Nare	1
Thamnophilus tenuepunctatus	Villavicencio	5
Thamnophilus multistriatus	Cisneros	2
Thamnophilus multistriatus	Caldas	4
Thamnophilus multistriatus	La Frijolera	1
Thamnophilus multistriatus	Lomitas	2
Thamnophilus multistriatus	San Antonio	4
Thamnophilus multistriatus	Cali	4
Thamnophilus multistriatus	Alban	2
Thamnophilus multistriatus	Miraflores	3
Thamnophilus multistriatus	Salento	1
Thamnophilus multistriatus	La Candela	2
Thamnophilus multistriatus	San Agustin	3
Thamnophilus multistriatus	Andalucia	2
Thamnophilus multistriatus	Fusagasuga	1
Thamnistes anabatinus	La Morelia	1
Thamnistes anabatinus	Alto Bonito	1
Thamnistes anabatinus	Barbacoas	1
Clytoctantes alixii	Puerto Valdivia	2
Dysithamnus mentalis	Buena Vista	12
Dysithamnus mentalis	La Candela	5
Dysithamnus mentalis	San Agustin	1
Dysithamnus mentalis	Andalucia	1
Dysithamnus mentalis	Alban	3
Dysithamnus mentalis	Lomitas	7
Dysithamnus mentalis	San Antonio	7
Dysithamnus mentalis	Rio Frio	5
Dysithamnus mentalis	Miraflores	7
Dysithamnus mentalis	Salento	2
Dysithamnus mentalis	La Frijolera	2
Dysithamnus mentalis	El Consuelo	2
Dysithamnus puncticeps	Barbacoas	6
Dysithamnus puncticeps	Baudo	1
Dysithamnus puncticeps	La Vieja	1
Dysithamnus puncticeps	Novita	1
Dysithamnus puncticeps	Alto Bonito	6
Dysithamnus puncticeps	Puerto Valdivia	1
Dysithamnus leucostictus	Buena Vista	2
Thamnophilus schistaceus	La Morelia	2
Thamnophilus schistaceus	Florencia	1
Thamnomanes ardesiacus	La Morelia	4
Thamnomanes ardesiacus	Florencia	3
Thamnomanes caesius	La Morelia	5
Thamnomanes caesius	Florencia	1
Myrmotherula brachyura	San Jose	1
Myrmotherula brachyura	Florencia	1
Myrmotherula brachyura	La Morelia	1
Myrmotherula pacifica	Alto Bonito	4
Myrmotherula pacifica	Dabeiba	7
Myrmotherula pacifica	Quibdo	2
Myrmotherula pacifica	Novita	2
Myrmotherula pacifica	Novita Trail	1
Myrmotherula pacifica	Juntas de Tamana	1
Myrmotherula pacifica	Noanama	3
Myrmotherula pacifica	Buenaventura	6
Myrmotherula pacifica	Cisneros	5
Myrmotherula pacifica	Tumaco	4
Myrmotherula pacifica	Barbacoas	2
Myrmotherula pacifica	Puerto Valdivia	3
Myrmotherula pacifica	Malena	1
Epinecrophylla fulviventris	Alto Bonito	3
Epinecrophylla fulviventris	Juntas de Tamana	4
Epinecrophylla fulviventris	Barbacoas	3
Epinecrophylla fulviventris	Puerto Valdivia	4
Epinecrophylla fulviventris	La Frijolera	1
Epinecrophylla fulviventris	Miraflores	1
Epinecrophylla fulviventris	Alban	1
Epinecrophylla haematonota	La Morelia	1
Epinecrophylla ornata	Buena Vista	4
Myrmotherula axillaris	Florencia	6
Myrmotherula axillaris	La Morelia	2
Myrmotherula axillaris	Alto Bonito	3
Myrmotherula axillaris	Dabeiba	1
Myrmotherula axillaris	Baudo	1
Myrmotherula axillaris	Juntas de Tamana	1
Myrmotherula axillaris	Novita	1
Myrmotherula axillaris	San Jose	2
Myrmotherula axillaris	Barbacoas	2
Myrmotherula axillaris	Puerto Valdivia	1
Myrmotherula schisticolor	Alto Bonito	1
Myrmotherula schisticolor	La Frijolera	3
Myrmotherula schisticolor	Lomitas	2
Myrmotherula schisticolor	San Antonio	3
Myrmotherula schisticolor	Ricaurte	1
Myrmotherula schisticolor	Miraflores	3
Myrmotherula schisticolor	La Palma	2
Myrmotherula schisticolor	La Candela	4
Myrmotherula schisticolor	Aguadita	1
Myrmotherula schisticolor	Buena Vista	12
Myrmotherula schisticolor	La Morelia	1
Myrmotherula menetriesii	La Morelia	1
Herpsilochmus rufimarginatus	Buena Vista	1
Formicivora grisea	La Playa	5
Formicivora grisea	Calamar	2
Formicivora grisea	Honda	12
Formicivora grisea	Chicoral	8
Microrhopias quixensis	Alto Bonito	2
Microrhopias quixensis	Novita	2
Microrhopias quixensis	San Jose	3
Microrhopias quixensis	Puerto Valdivia	2
Drymophila caudata	Lomitas	1
Drymophila caudata	Cocal	3
Drymophila caudata	Gallera	2
Drymophila caudata	Salento	2
Drymophila caudata	Santa Elena	4
Drymophila caudata	El Eden	1
Euchrepomis callinota	Aguadita	2
Ramphocaenus melanurus	Buena Vista	1
Ramphocaenus melanurus	Dabeiba	1
Ramphocaenus melanurus	Miraflores	1
Ramphocaenus melanurus	Salento	1
Microbates cinereiventris	Alto Bonito	1
Microbates cinereiventris	Juntas de Tamana	2
Microbates cinereiventris	Novita	1
Microbates cinereiventris	Buenaventura	1
Microbates cinereiventris	San Jose	1
Microbates cinereiventris	Barbacoas	4
Microbates cinereiventris	Buenavista	1
Microbates cinereiventris	Puerto Berrio	1
Microbates collaris	Florencia	1
Cercomacra cinerascens	Florencia	3
Cercomacroides tyrannina	Barbacoas	4
Cercomacroides tyrannina	Puerto Valdivia	5
Cercomacroides tyrannina	La Frijolera	3
Cercomacroides tyrannina	Alban	1
Cercomacroides tyrannina	Rio Frio	1
Cercomacroides tyrannina	Miraflores	2
Cercomacroides tyrannina	W of Honda	1
Cercomacroides tyrannina	Buena Vista	9
Cercomacroides tyrannina	Villavicencio	5
Cercomacra nigricans	Cali	2
Cercomacra nigricans	Rio Frio	3
Cercomacra nigricans	Algodonal	2
Cercomacra nigricans	Banco	1
Cercomacra nigricans	Nare	1
Cercomacra nigricans	Puerto Berrio	3
Cercomacra nigricans	Malena	5
Cercomacra nigricans	Honda	4
Cercomacra nigricans	Chicoral	2
Cercomacra nigricans	Buena Vista	1
Cercomacra nigricans	Villavicencio	3
Sipia berlepschi	Bagado	1
Sipia berlepschi	Baudo	1
Sipia berlepschi	Novita	1
Sipia berlepschi	San Jose	1
Sipia berlepschi	Barbacoas	5
Sipia berlepschi	Buenavista	1
Pyriglena leuconota	La Candela	12
Pyriglena leuconota	Anolaima	4
Gymnopithys bicolor	Barbacoas	5
Gymnopithys bicolor	Buenavista	1
Gymnopithys bicolor	Bagado	1
Gymnopithys bicolor	La Vieja	1
Gymnopithys bicolor	Baudo	1
Gymnopithys bicolor	Novita	4
Gymnopithys bicolor	Noanama	1
Gymnopithys bicolor	Salaqui	1
Gymnopithys bicolor	Alto Bonito	3
Akletos melanoceps	Florencia	5
Akletos melanoceps	La Morelia	1
Poliocrania exsul	Bagado	1
Poliocrania exsul	Baudo	1
Poliocrania exsul	Novita	6
Poliocrania exsul	Juntas de Tamana	7
Poliocrania exsul	San Jose	4
Poliocrania exsul	Cisneros	6
Poliocrania exsul	Barbacoas	6
Poliocrania exsul	Buenavista	1
Poliocrania exsul	Salaqui	2
Poliocrania exsul	Alto Bonito	9
Poliocrania exsul	Dabeiba	1
Poliocrania exsul	Puerto Valdivia	7
Poliocrania exsul	Malena	1
Hafferia immaculata	La Frijolera	2
Hafferia immaculata	Miraflores	1
Hafferia immaculata	Fusagasuga	1
Hafferia immaculata	Honda	3
Hafferia immaculata	El Consuelo	3
Hafferia zeledoni	Alto Bonito	3
Hafferia zeledoni	Bagado	1
Hafferia zeledoni	Baudo	2
Hafferia zeledoni	Novita	5
Hafferia zeledoni	Novita Trail	1
Hafferia zeledoni	Alban	1
Hafferia zeledoni	San Jose	5
Hafferia zeledoni	Lomitas	1
Hafferia zeledoni	Barbacoas	6
Hafferia zeledoni	Buenavista	1
Myrmeciza longipes	W of Honda	9
Myrmeciza longipes	El Consuelo	1
Myrmeciza longipes	Chicoral	1
Myrmeciza longipes	Andalucia	1
Myrmeciza longipes	Algodonal	1
Sipia nigricauda	San Jose	2
Sipia nigricauda	Buenavista	1
Sipia nigricauda	Puerto Valdivia	4
Gymnocichla nudiceps	Nare	1
Dichrozona cincta	Florencia	2
Dichrozona cincta	La Morelia	1
Hypocnemis peruviana	La Morelia	4
Hypocnemis hypoxantha	La Morelia	1
Myrmoborus leucophrys	Buena Vista	5
Myrmoborus leucophrys	Villavicencio	7
Myrmoborus leucophrys	La Morelia	3
Myrmoborus myotherinus	La Morelia	4
Myrmoborus myotherinus	Florencia	4
Willisornis poecilinotus	La Morelia	3
Hylophylax naevius	La Morelia	7
Hylophylax naevioides	Baudo	1
Hylophylax naevioides	Rio Atrato	1
Hylophylax naevioides	Barbacoas	6
Hylophylax naevioides	Malena	1
Phaenostictus mcleannani	Puerto Valdivia	1
Phaenostictus mcleannani	Barbacoas	2
Myrmornis torquata	La Morelia	2
Formicarius colma	La Morelia	3
Formicarius colma	Florencia	1
Formicarius analis	La Morelia	3
Formicarius analis	Villavicencio	3
Formicarius nigricapillus	San Jose	1
Formicarius analis	Rio Atrato	1
Formicarius analis	Puerto Valdivia	2
Formicarius analis	Rio Frio	1
Formicarius analis	Malena	3
Formicarius analis	Puerto Berrio	2
Formicarius rufipectus	La Frijolera	1
Formicarius rufipectus	Alban	1
Formicarius rufipectus	San Antonio	3
Formicarius rufipectus	Coast Range	1
Formicarius rufipectus	Miraflores	6
Formicarius rufipectus	Salento	1
Chamaeza nobilis	Buena Vista	9
Chamaeza nobilis	La Morelia	3
Chamaeza turdina	Miraflores	1
Chamaeza turdina	La Palma	1
Chamaeza turdina	Andalucia	1
Chamaeza mollissima	Almaguer	1
Chamaeza mollissima	Laguneta	2
Pittasoma rufopileatum	Baudo	1
Pittasoma rufopileatum	Novita	2
Pittasoma rufopileatum	Noanama	1
Pittasoma rufopileatum	Barbacoas	6
Grallaria squamigera	Laguneta	2
Grallaria squamigera	Paramo Santa Isabel	2
Grallaria guatimalensis	Baudo	1
Grallaria alleni	Salento	1
Grallaria nuchalis	Laguneta	8
Grallaria nuchalis	Almaguer	5
Grallaria nuchalis	El Penon	1
Grallaria rufocinerea	Laguneta	4
Grallaria rufocinerea	Salento	1
Grallaria quitensis	Paramo Santa Isabel	9
Grallaria quitensis	Valle de las Papas	7
Grallaria milleri	Laguneta	7
Grallaria hypoleuca	San Agustin	1
Grallaria hypoleuca	La Candela	1
Grallaria hypoleuca	Fusagasuga	4
Grallaria hypoleuca	Aguadita	2
Grallaria ruficapilla	San Antonio	4
Grallaria ruficapilla	Cerro Munchique	2
Grallaria ruficapilla	La Florida	2
Grallaria ruficapilla	Cocal	1
Grallaria ruficapilla	Ricaurte	3
Grallaria ruficapilla	Miraflores	2
Grallaria ruficapilla	Salento	4
Grallaria ruficapilla	Rio Toche	1
Grallaria ruficapilla	El Eden	3
Grallaria ruficapilla	Fusagasuga	1
Grallaria ruficapilla	Los Robles	2
Grallaria ruficapilla	El Penon	1
Myrmothera campanisona	La Morelia	2
Myrmothera campanisona	Florencia	2
Myrmothera campanisona	Villavicencio	1
Grallaria rufula	Paramillo	1
Grallaria rufula	Coast Range	2
Grallaria rufula	Laguneta	1
Grallaria rufula	Paramo Santa Isabel	3
Grallaria rufula	El Penon	1
Grallaria rufula	Chipaque	1
Hylopezus dives	Alto Bonito	4
Hylopezus dives	San Jose	1
Hylopezus dives	Barbacoas	4
Hylopezus dives	La Morelia	1
Hylopezus perspicillatus	Baudo	4
Hylopezus perspicillatus	Barbacoas	1
Hylopezus perspicillatus	Salaqui	1
Hylopezus perspicillatus	Puerto Valdivia	1
Grallaricula flavirostris	Cocal	1
Grallaricula flavirostris	San Antonio	1
Grallaricula nana	Laguneta	1
Grallaricula nana	Salento	1
Grallaricula cucullata	La Candela	2
Furnarius leucopus	Turbaco	2
Furnarius leucopus	Calamar	2
Furnarius leucopus	Bocas de Chimi	1
Furnarius leucopus	Puerto Berrio	1
Furnarius leucopus	Malena	2
Cinclodes excelsior	Paramo Santa Isabel	20
Lochmias nematura	Miraflores	2
Lochmias nematura	Buena Vista	1
Asthenes fuliginosa	Almaguer	1
Asthenes fuliginosa	Paramo Santa Isabel	4
Asthenes fuliginosa	Tocaimito	2
Asthenes fuliginosa	El Penon	1
Leptasthenura andicola	Paramo Santa Isabel	4
Synallaxis azarae	Chipaque	6
Synallaxis azarae	Cerro Munchique	6
Synallaxis azarae	Valle de las Papas	7
Synallaxis azarae	Miraflores	4
Synallaxis azarae	Salento	5
Synallaxis azarae	Laguneta	3
Synallaxis azarae	Santa Elena	3
Synallaxis azarae	Barro Blanco	1
Synallaxis azarae	La Candela	2
Synallaxis azarae	La Palma	3
Synallaxis moesta	Buena Vista	9
Synallaxis moesta	Villavicencio	2
Synallaxis moesta	La Morelia	2
Synallaxis albescens	La Frijolera	1
Synallaxis albescens	Caldas	1
Synallaxis albescens	Cali	3
Synallaxis albescens	La Manuelita	4
Synallaxis albescens	Guengue	1
Synallaxis albescens	Rio Frio	1
Synallaxis albescens	Calamar	3
Synallaxis albescens	Puerto Berrio	2
Synallaxis albescens	Fusagasuga	1
Synallaxis albescens	Quetame	2
Synallaxis albescens	Villavicencio	4
Synallaxis subpudica	Bogota	7
Synallaxis brachyura	San Agustin	2
Synallaxis brachyura	Andalucia	6
Synallaxis brachyura	Fusagasuga	1
Synallaxis brachyura	Anolaima	1
Synallaxis brachyura	La Frijolera	1
Synallaxis brachyura	Alto Bonito	6
Synallaxis brachyura	Dabeiba	2
Synallaxis brachyura	Iguamiando	1
Synallaxis brachyura	Bagado	1
Synallaxis brachyura	NA	1
Synallaxis brachyura	Noanama	2
Synallaxis brachyura	Novita	1
Synallaxis brachyura	San Jose	3
Synallaxis brachyura	Cisneros	2
Synallaxis brachyura	Barbacoas	4
Synallaxis brachyura	Ricaurte	2
Synallaxis brachyura	La Manuelita	3
Synallaxis brachyura	Miraflores	2
Synallaxis brachyura	Cali	1
Synallaxis brachyura	Guengue	1
Synallaxis gujanensis	Buena Vista	6
Synallaxis gujanensis	Villavicencio	7
Synallaxis cinnamomea	Bagado	2
Synallaxis cinnamomea	Rio Atrato	1
Synallaxis cinnamomea	La Playa	2
Synallaxis cinnamomea	Calamar	2
Synallaxis unirufa	San Antonio	1
Synallaxis unirufa	Coast Range	5
Synallaxis unirufa	Fusagasuga	2
Synallaxis unirufa	Los Robles	4
Synallaxis unirufa	El Penon	2
Synallaxis candei	La Playa	2
Synallaxis candei	Calamar	1
Synallaxis candei	Remolino	1
Hellmayrea gularis	Paramillo	1
Hellmayrea gularis	Coast Range	4
Hellmayrea gularis	Laguneta	2
Hellmayrea gularis	El Penon	1
Synallaxis rutilans	Florencia	3
Cranioleuca curtata	La Candela	1
Cranioleuca curtata	Los Robles	1
Cranioleuca curtata	Fusagasuga	1
Cranioleuca erythrops	San Antonio	5
Cranioleuca erythrops	Gallera	1
Cranioleuca erythrops	Ricaurte	1
Siptornis striaticollis	La Palma	1
Siptornis striaticollis	Fusagasuga	1
Asthenes flammulata	Choachi	1
Asthenes flammulata	Paramo Santa Isabel	15
Pseudocolaptes boissonneautii	La Florida	3
Pseudocolaptes boissonneautii	Cerro Munchique	3
Pseudocolaptes boissonneautii	Coast Range	3
Pseudocolaptes boissonneautii	Almaguer	2
Pseudocolaptes boissonneautii	Laguneta	4
Pseudocolaptes boissonneautii	Paramo Santa Isabel	2
Pseudocolaptes boissonneautii	Santa Elena	1
Pseudocolaptes boissonneautii	La Candela	1
Pseudocolaptes boissonneautii	Los Robles	1
Automolus subulatus	Florencia	1
Automolus subulatus	Juntas de Tamana	1
Automolus subulatus	Novita	2
Automolus subulatus	Barbacoas	6
Automolus subulatus	Buenavista	1
Thripadectes holostictus	Salento	1
Thripadectes holostictus	Santa Elena	5
Thripadectes holostictus	El Eden	1
Thripadectes holostictus	Choachi	1
Thripadectes ignobilis	Cocal	1
Thripadectes ignobilis	Cerro Munchique	1
Thripadectes melanorhynchus	Buena Vista	1
Automolus ochrolaemus	Buena Vista	4
Automolus ochrolaemus	Villavicencio	1
Anabazenops dorsalis	La Morelia	2
Anabazenops dorsalis	Florencia	1
Automolus ochrolaemus	Puerto Valdivia	2
Automolus ochrolaemus	Malena	2
Automolus ochrolaemus	Honda	1
Automolus infuscatus	La Morelia	3
Automolus infuscatus	Florencia	2
Clibanornis rubiginosus	Alto Bonito	5
Clibanornis rubiginosus	La Morelia	3
Clibanornis rufipectus	Villavicencio	8
Philydor pyrrhodes	La Morelia	1
Anabacerthia ruficaudata	La Morelia	2
Anabacerthia striaticollis	Lomitas	2
Anabacerthia striaticollis	San Antonio	4
Anabacerthia striaticollis	Miraflores	7
Anabacerthia striaticollis	Salento	2
Anabacerthia striaticollis	La Sierra	2
Anabacerthia striaticollis	San Agustin	1
Anabacerthia striaticollis	La Candela	7
Anabacerthia striaticollis	Fusagasuga	1
Anabacerthia striaticollis	Aguadita	1
Anabacerthia striaticollis	Los Robles	1
Thripadectes flammulatus	Laguneta	2
Thripadectes virgaticeps	Ricaurte	1
Thripadectes virgaticeps	San Antonio	3
Thripadectes virgaticeps	Alban	1
Ancistrops strigilatus	La Morelia	1
Syndactyla subalaris	La Frijolera	1
Syndactyla subalaris	Alban	1
Syndactyla subalaris	Lomitas	2
Syndactyla subalaris	San Antonio	1
Syndactyla subalaris	Cerro Munchique	1
Syndactyla subalaris	Gallera	1
Syndactyla subalaris	Miraflores	2
Syndactyla subalaris	La Candela	2
Syndactyla subalaris	Fusagasuga	1
Syndactyla subalaris	Buena Vista	1
Xenops minutus	Novita Trail	1
Xenops minutus	Buenaventura	1
Xenops minutus	Barbacoas	1
Xenops minutus	Rio Frio	2
Xenops minutus	Puerto Valdivia	2
Xenops minutus	Malena	1
Xenops rutilans	San Antonio	1
Xenops rutilans	Cerro Munchique	1
Xenops rutilans	Miraflores	3
Xenops rutilans	Salento	2
Xenops rutilans	Santa Elena	3
Xenops rutilans	Rio Toche	2
Xenops rutilans	San Agustin	1
Xenops rutilans	Fusagasuga	2
Xenops rutilans	Los Robles	2
Sclerurus caudacutus	La Morelia	4
Sclerurus caudacutus	Florencia	1
Sclerurus albigularis	Buena Vista	7
Sclerurus mexicanus	Puerto Valdivia	1
Sclerurus mexicanus	La Frijolera	1
Sclerurus mexicanus	San Antonio	1
Sclerurus mexicanus	Buena Vista	3
Margarornis squamiger	Cerro Munchique	8
Margarornis squamiger	Almaguer	5
Margarornis squamiger	Valle de las Papas	6
Margarornis squamiger	Laguneta	6
Margarornis squamiger	Paramo Santa Isabel	5
Margarornis squamiger	El Penon	3
Margarornis stellatus	Novita Trail	1
Margarornis stellatus	San Antonio	1
Premnornis guttuliger	San Antonio	3
Premnornis guttuliger	La Candela	1
Premnornis guttuliger	La Palma	1
Premnornis guttuliger	Aguadita	2
Premnoplex brunnescens	Lomitas	1
Premnoplex brunnescens	San Antonio	2
Premnoplex brunnescens	Cocal	2
Premnoplex brunnescens	Cerro Munchique	4
Premnoplex brunnescens	Gallera	1
Premnoplex brunnescens	La Florida	1
Premnoplex brunnescens	Miraflores	2
