dynamicproperties	catalognumber	recordnumber	recordedby	sex	lifestage	reproductivecondition	preparations	occurrenceremarks	fieldnumber	eventdate	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	eventremarks	country	countrycode	stateprovince	locality	decimallatitude	decimallongitude	georeferenceddate	scientificname	class	order	family	genus	specificepithet	infraspecificepithet	underivedlifestage	underivedsex
	16988		Louis Agassiz Fuertes	female			study skin		NA	1913-03-08	67	67	1913	3	8	1913-03-08	Expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Basileuterus auricapillus	Aves	Passeriformes	Parulidae	Basileuterus	auricapillus			female
	22906		Louis Agassiz Fuertes	male			study skin		NA	1913-03-27	86	86	1913	3	27	1913-03-27	Collected three days after offical Chapman expedition no.7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Tangara nigroviridis	Aves	Passeriformes	Thraupidae	Tangara	nigroviridis			male
	18117		Louis Agassiz Fuertes	female			study skin		NA	1913-03-14	73	73	1913	3	14	1913-03-14	Chapman Expedition no. 7; Site no. 164	Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Saltator maximus	Aves	Passeriformes	Cardinalidae	Saltator	maximus			female
	7002	LAF 2956	Louis Agassiz Fuertes	male		testes not enlarged	study skin		NA	1913-03-11	70	70	1913	3	11	1913-03-11	Chapman expedition no. 7; Site no. 164	Colombia	CO	Meta	Villavicencio, elevation 1800 ft.	4.151382	-73.63769	2017-12-08	Thamnophilus doliatus fraterculus	Aves	Passeriformes	Thamnophilidae	Thamnophilus	doliatus	fraterculus		male
	5752		Louis Agassiz Fuertes	female			study skin		NA	1913-01-21	21	21	1913	1	21	1913-01-21	Expedition No. 7; Site no. 128	Colombia	CO	Bolívar	Calamar	10.253672	-74.916318	2017-06-21	Galbula ruficauda pallens	Aves	Piciformes	Galbulidae	Galbula	ruficauda	pallens		female
	8097		Louis Agassiz Fuertes	female		ovary not enlarged	study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-03-27	86	86	1913	3	27	1913-03-27		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Contopus fumigatus ardosiacus	Aves	Passeriformes	Tyrannidae	Contopus	fumigatus	ardosiacus		female
	4677	LAF 2862	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-02-27	58	58	1913	2	27	1913-02-27		Colombia	CO		Quetame	4.33	-73.86	2017-07-26	Chlorostilbon poortmani	Aves	Apodiformes	Trochilidae	Chlorostilbon	poortmani			male
	23034		Louis Agassiz Fuertes	male			study skin		NA	1913-03-06	65	65	1913	3	6	1913-03-06	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Chlorospingus flavigularis	Aves	Passeriformes	Thraupidae	Chlorospingus	flavigularis			male
	17675		Louis Agassiz Fuertes	male			study skin		NA	1913-01-22	22	22	1913	1	22	1913-01-22	Champan expedition no. 7; Site no. 128	Colombia	CO	Bolívar	Calamar	10.253672	-74.916318	2017-06-21	Icterus nigrogularis	Aves	Passeriformes	Icteridae	Icterus	nigrogularis			male
	6873	LAF 2947	Louis Agassiz Fuertes	male		testes enlarged	study skin		NA	1913-03-11	70	70	1913	3	11	1913-03-11	Chapman expedition no. 7; Site no. 164	Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Lepidocolaptes albolineatus	Aves	Passeriformes	Furnariidae	Lepidocolaptes	albolineatus			male
	20821		Louis Agassiz Fuertes	female			study skin		NA	1913-03-06	65	65	1913	3	6	1913-03-06	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Euphonia xanthogaster brevirostris	Aves	Passeriformes	Fringillidae	Euphonia	xanthogaster	brevirostris		female
	20242		Louis Agassiz Fuertes	male			study skin		NA	1913-02-24	55	55	1913	2	24	1913-02-24	Chapman expedition no. 7; Site no. 82	Colombia	CO	Cundinamarca	Chipaque	4.44309	-74.04501	2017-10-09	Zonotrichia capensis peruviensis	Aves	Passeriformes	Emberizidae	Zonotrichia	capensis	peruviensis		male
	4972	LAF 2907	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-03-06	65	65	1913	3	6	1913-03-06		Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Heliodoxa leadbeateri leadbeateri	Aves	Apodiformes	Trochilidae	Heliodoxa	leadbeateri	leadbeateri		female
	16975		Louis Agassiz Fuertes	male			study skin		NA	1913-03-07	66	66	1913	3	7	1913-03-07	Expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Basileuterus cinereicollis	Aves	Passeriformes	Parulidae	Basileuterus	cinereicollis			male
{colors:Leg color: dull green }	6980	LAF 2946	Louis Agassiz Fuertes	female		ovary not enlarged	study skin		NA	1913-03-11	70	70	1913	3	11	1913-03-11	Chapman expedition no. 7; Site no. 164	Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Automolus rufipileatus consobrinus	Aves	Passeriformes	Furnariidae	Automolus	rufipileatus	consobrinus		female
	3180	LAF 2967	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-05-12	132	132	1913	5	12	1913-05-12		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Pionus menstruus	Aves	Psittaciformes	Psittacidae	Pionus	menstruus			male
	7025	LAF 2749	Louis Agassiz Fuertes	male	adult		study skin		NA	1913-01-21	21	21	1913	1	21	1913-01-21	Chapman expedition no. 7; Site no. 128	Colombia	CO	Bolívar	Calamar	10.253672	-74.916318	2017-06-21	Sakesphorus canadensis pulchellus	Aves	Passeriformes	Thamnophilidae	Sakesphorus	canadensis	pulchellus	adult	male
	23008		Louis Agassiz Fuertes	male			study skin		NA	1913-02-05	36	36	1913	2	5	1913-02-05	Expedition no. 7; Site no. 98	Colombia	CO	Tolima	Honda	5.2	-74.74	2017-07-01	Eucometis penicillata	Aves	Passeriformes	Thraupidae	Eucometis	penicillata			male
	15820		Louis Agassiz Fuertes	female			study skin		NA	1913-03-29	88	88	1913	3	29	1913-03-29	Collected 5 days after offical Chapman Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Diglossa albilatera	Aves	Passeriformes	Thraupidae	Diglossa	albilatera			female
	22907		Louis Agassiz Fuertes	female			study skin		NA	1913-03-23	82	82	1913	3	23	1913-03-23	Chapman expedition no.7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Tangara nigroviridis	Aves	Passeriformes	Thraupidae	Tangara	nigroviridis			female
	22913		Louis Agassiz Fuertes	male			study skin		NA	1913-03-30	89	89	1913	3	30	1913-03-30	Collected 6 days after Chapman Expedition no. 7 ; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Tangara heinei	Aves	Passeriformes	Thraupidae	Tangara	heinei			male
	7863		Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes	NA	1913-01-21	21	21	1913	1	21	1913-01-21		Colombia	CO	Bolívar	Calamar	10.253672	-74.916318	2017-06-21	Myiodynastes maculatus nobilis	Aves	Passeriformes	Tyrannidae	Myiodynastes	maculatus	nobilis		male
	20885		Louis Agassiz Fuertes	female			study skin		NA	1913-02-28	59	59	1913	2	28	1913-02-28	Chapman Expedition no. 7; Site no. 167	Colombia	CO		Monterredondo	4.25	-73.83	2017-07-07	Schistochlamys melanopsis	Aves	Passeriformes	Thraupidae	Schistochlamys	melanopsis			female
	8311		Louis Agassiz Fuertes	male		testes much enlarged	study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-03-23	82	82	1913	3	23	1913-03-23		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Todirostrum cinereum cinereum	Aves	Passeriformes	Tyrannidae	Todirostrum	cinereum	cinereum		male
	19070		Louis Agassiz Fuertes	female			study skin		NA	1913-02-25	56	56	1913	2	25	1913-02-25	Chapman expedition no. 7; Site no. 82	Colombia	CO	Cundinamarca	Chipaque	4.44309	-74.04501	2017-10-09	Atlapetes torquatus	Aves	Passeriformes	Emberizidae	Atlapetes	torquatus			female
	8310		Louis Agassiz Fuertes	female		ovary not enlarged	study skin		NA	1913-03-23	82	82	1913	3	23	1913-03-23		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Todirostrum cinereum cinereum	Aves	Passeriformes	Tyrannidae	Todirostrum	cinereum	cinereum		female
	6307		Louis Agassiz Fuertes	male		Testes much enlarged	study skin	Feet yellow-green, dull soles; eye skin yellow = stripe on head	NA	1913-03-05	64	64	1913	3	5	1913-03-05		Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Melanerpes cruentatus	Aves	Piciformes	Picidae	Melanerpes	cruentatus			male
	19067		Louis Agassiz Fuertes	male			study skin		NA	1913-03-07	66	66	1913	3	7	1913-03-07	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Atlapetes brunneinucha	Aves	Passeriformes	Emberizidae	Atlapetes	brunneinucha			male
	7081	LAF 2890	Louis Agassiz Fuertes	female			study skin		NA	1913-03-04	63	63	1913	3	4	1913-03-04	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Myrmotherula ornata ornata	Aves	Passeriformes	Thamnophilidae	Myrmotherula	ornata	ornata		female
	19132		Louis Agassiz Fuertes	female			study skin		NA	1913-03-09	68	68	1913	3	9	1913-03-09	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Arremonops conirostris conirostris	Aves	Passeriformes	Emberizidae	Arremonops	conirostris	conirostris		female
	20895		Louis Agassiz Fuertes	male			study skin		NA	1913-02-25	56	56	1913	2	25	1913-02-25	Chapman Expedition no. 7; Site no. 82	Colombia	CO	Cundinamarca	Chipaque	4.44309	-74.04501	2017-10-09	Anisognathus igniventris	Aves	Passeriformes	Thraupidae	Anisognathus	igniventris			male
{colors:Bill color: bluish, see tag; Leg color: dark lilac }	7487		Louis Agassiz Fuertes	male		gonads not enlarged	study skin	From the collection of Louis Agassiz Fuertes. Marked as female in Fuertes' catalog.	NA	1913-02-06	37	37	1913	2	6	1913-02-06		Colombia	CO	Tolima	El Consuelo, eastern ridge above Honda; Colombia, Tolima	5.094398	-74.609574	2017-11-15	Schiffornis turdinus stenorhynchus	Aves	Passeriformes	Cotingidae	Schiffornis	turdinus	stenorhynchus		male
	7174	LAF 2906	Louis Agassiz Fuertes	male		testes much enlarged	study skin		NA	1913-03-06	65	65	1913	3	6	1913-03-06	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Chamaeza brevicauda columbiana	Aves	Passeriformes	Formicariidae	Chamaeza	brevicauda	columbiana		male
	3201	LAF 3100	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-04-03	93	93	1913	4	3	1913-04-03		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Pyrrhura calliptera	Aves	Psittaciformes	Psittacidae	Pyrrhura	calliptera			female
	5132	LAF 3184	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-01-20	20	20	1913	1	20	1913-01-20		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Ocreatus underwoodii underwoodi	Aves	Apodiformes	Trochilidae	Ocreatus	underwoodii	underwoodi		male
	5229	LAF 3035	Louis Agassiz Fuertes	male		Testes not enlarged.	study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-03-26	85	85	1913	3	26	1913-03-26		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Aglaiocercus kingi mocoa	Aves	Apodiformes	Trochilidae	Aglaiocercus	kingi	mocoa		male
	6925	LAF 3101	Louis Agassiz Fuertes	male		testes enlarged	study skin		NA	1913-04-03	93	93	1913	4	3	1913-04-03		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Synallaxis unirufa unirufa	Aves	Passeriformes	Furnariidae	Synallaxis	unirufa	unirufa		male
	7039	LAF 3061	Louis Agassiz Fuertes	female		ovary not enlarged	study skin		NA	1913-03-29	88	88	1913	3	29	1913-03-29	Collected 5 days after expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Thamnophilus unicolor grandior	Aves	Passeriformes	Thamnophilidae	Thamnophilus	unicolor	grandior		female
	7056	LAF 3015	Louis Agassiz Fuertes	male		testes much enlarged	study skin		NA	1913-03-23	82	82	1913	3	23	1913-03-23		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Scytalopus latrans	Aves	Passeriformes	Rhinocryptidae	Scytalopus	latrans			male
	8096		Louis Agassiz Fuertes	male	immature		study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-03-27	86	86	1913	3	27	1913-03-27		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Contopus fumigatus ardosiacus	Aves	Passeriformes	Tyrannidae	Contopus	fumigatus	ardosiacus	immature	male
	8098		Louis Agassiz Fuertes	male		testes much enlarged	study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-03-28	87	87	1913	3	28	1913-03-28		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Contopus fumigatus ardosiacus	Aves	Passeriformes	Tyrannidae	Contopus	fumigatus	ardosiacus		male
	14021		Louis Agassiz Fuertes	male			study skin		NA	1913-02-27	58	58	1913	2	27	1913-02-27		Colombia	CO	Cundinamarca	Chipaque	4.44309	-74.04501	2017-10-09	Turdus fuscater gigas	Aves	Passeriformes	Turdidae	Turdus	fuscater	gigas		male
	14069	LAF 3016	Louis Agassiz Fuertes	female			study skin		NA	1913-03-23	82	82	1913	3	23	1913-03-23		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Myadestes ralloides venezuelensis	Aves	Passeriformes	Turdidae	Myadestes	ralloides	venezuelensis		female
	15843		Louis Agassiz Fuertes	undetermined			study skin		NA	1913-01-27	27	27	1913	1	27	1913-01-27	Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Diglossa caerulescens	Aves	Passeriformes	Thraupidae	Diglossa	caerulescens			unknown
	15934		Louis Agassiz Fuertes	male			study skin		NA	1913-04-04	94	94	1913	4	4	1913-04-04	Collected 11 days after offical Chapman Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Conirostrum albifrons	Aves	Passeriformes	Thraupidae	Conirostrum	albifrons			male
	16980		Louis Agassiz Fuertes	male			study skin		NA	1913-03-25	84	84	1913	3	25	1913-03-25	Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Basileuterus tristriatus	Aves	Passeriformes	Parulidae	Basileuterus	tristriatus			male
	1434	LAF 2752	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-01-22	22	22	1913	1	22	1913-01-22		Colombia	CO	Bolívar	Calamar	10.253672	-74.916318	2017-06-21	Colinus cristatus decoratus	Aves	Galliformes	Odontophoridae	Colinus	cristatus	decoratus		female
	3162	LAF 2764	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-01-23	23	23	1913	1	23	1913-01-23		Colombia	CO		Algodonal	10.35	-74.95	2017-07-07	Amazona ochrocephala panamensis	Aves	Psittaciformes	Psittacidae	Amazona	ochrocephala	panamensis		male
	3193	LAF 2756	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-01-22	22	22	1913	1	22	1913-01-22		Colombia	CO	Bolívar	Calamar, Magdalena River	10.249053	-74.914606	2017-10-04	Aratinga pertinax aeruginosa	Aves	Psittaciformes	Psittacidae	Aratinga	pertinax	aeruginosa		female
	4427	LAF 2793	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-01-29	29	29	1913	1	29	1913-01-29		Colombia	CO	Antioquia	Puerto Berrio	6.491026	-74.406052	2017-06-21	Glaucis hirsuta affinis	Aves	Apodiformes	Trochilidae	Glaucis	hirsuta	affinis		female
	5724	LAF 2765	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-01-23	23	23	1913	1	23	1913-01-23		Colombia	CO		Algodonal	10.35	-74.95	2017-07-07	Momotus momota subrufescens	Aves	Coraciiformes	Momotidae	Momotus	momota	subrufescens		male
	6037		Louis Agassiz Fuertes	male			study skin		NA	1913-01-30	30	30	1913	1	30	1913-01-30		Colombia	CO	Antioquia	Puerto Berrio	6.491026	-74.406052	2017-06-21	Pteroglossus torquatus nuchalis	Aves	Piciformes	Ramphastidae	Pteroglossus	torquatus	nuchalis		male
	6914	LAF 2762	Louis Agassiz Fuertes	undetermined			study skin		NA	1913-01-22	22	22	1913	1	22	1913-01-22		Colombia	CO	Bolívar	Calamar	10.253672	-74.916318	2017-06-21	Synallaxis albescens albigularis	Aves	Passeriformes	Furnariidae	Synallaxis	albescens	albigularis		unknown
	6938	LAF 3260	Louis Agassiz Fuertes				study skin		NA	1913-01-13	13	13	1913	1	13	1913-01-13		Colombia	CO		Anolaima	4.761015	-74.463982	2017-10-09	Siptornis striaticollis	Aves	Passeriformes	Furnariidae	Siptornis	striaticollis			
	7109	LAF 2955	Louis Agassiz Fuertes	female		ovary not enlarged	study skin		NA	1913-03-11	70	70	1913	3	11	1913-03-11	Chapman expedition no. 7; Site no. 164	Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Cercomacra tyrannina tyrannina	Aves	Passeriformes	Thamnophilidae	Cercomacra	tyrannina	tyrannina		female
	7171	LAF 2881	Louis Agassiz Fuertes	male		testes much enlarged	study skin		NA	1913-03-05	64	64	1913	3	5	1913-03-05	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Chamaeza brevicauda columbiana	Aves	Passeriformes	Formicariidae	Chamaeza	brevicauda	columbiana		male
	7173	LAF 2900	Louis Agassiz Fuertes	female		ovary not enlarged	study skin		NA	1913-03-05	64	64	1913	3	5	1913-03-05	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Chamaeza brevicauda columbiana	Aves	Passeriformes	Formicariidae	Chamaeza	brevicauda	columbiana		female
	7191	LAF 2981	Louis Agassiz Fuertes	male		testes enlarged	study skin		NA	1913-03-14	73	73	1913	3	14	1913-03-14	Official Chapman expedition no. 7; Site no. 164	Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Myrmothera campanisona modesta	Aves	Passeriformes	Formicariidae	Myrmothera	campanisona	modesta		male
	7903		Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-01-30	30	30	1913	1	30	1913-01-30		Colombia	CO	Antioquia	Puerto Berrio	6.491026	-74.406052	2017-06-21	Myiozetetes cayanensis	Aves	Passeriformes	Tyrannidae	Myiozetetes	cayanensis			female
	867	LAF 2944	Louis Agassiz Fuertes	female		Ovary not enlarged.	study skin		NA	1913-03-10	69	69	1913	3	10	1913-03-10		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Harpagus bidentatus	Aves	Accipitriformes	Accipitridae	Harpagus	bidentatus			female
	3040	LAF 2923	Louis Agassiz Fuertes	female		Ovary enlarged.	study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-03-07	66	66	1913	3	7	1913-03-07		Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Columba plumbea delicata	Aves	Columbiformes	Columbidae	Columba	plumbea	delicata		female
	3110	LAF 2969	Louis Agassiz Fuertes	male			study skin	Iris magenta, gold ring around pupil; bill pale green, like eyeskin; feet pale lavender-pink.; From the collection of Louis Agassiz Fuertes.	NA	1913-03-13	72	72	1913	3	13	1913-03-13		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Claravis pretiosa	Aves	Columbiformes	Columbidae	Claravis	pretiosa			male
	4472		Unknown	male			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-01-26	26	26	1913	1	26	1913-01-26		Colombia	CO		Choachi	4.528593	-73.922986	2018-03-05	Campylopterus falcatus	Aves	Apodiformes	Trochilidae	Campylopterus	falcatus			male
	4549	LAF 2866	Louis Agassiz Fuertes	male		Testes slightly enlarged.	study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-02-27	58	58	1913	2	27	1913-02-27	[Elevation 4800 feet].	Colombia	CO		Quetame	4.33	-73.86	2017-07-26	Amazilia viridigaster	Aves	Apodiformes	Trochilidae	Amazilia	viridigaster			male
	4550	LAF 2886	Louis Agassiz Fuertes	male		Testes slightly enlarged.	study skin		NA	1913-03-03	62	62	1913	3	3	1913-03-03	[Elevation 4200 feet].	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Amazilia viridigaster	Aves	Apodiformes	Trochilidae	Amazilia	viridigaster			male
	4680	LAF 2861	Louis Agassiz Fuertes	male		Testes not enlarged.	study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-02-27	58	58	1913	2	27	1913-02-27		Colombia	CO		Quetame	4.33	-73.86	2017-07-26	Chlorostilbon poortmani	Aves	Apodiformes	Trochilidae	Chlorostilbon	poortmani			male
	5881		Louis Agassiz Fuertes	male		Testes somewhat enlarged	study skin; unknown		NA	1913-01-29	29	29	1913	1	29	1913-01-29		Colombia	CO	Antioquia	Puerto Berrio	6.491026	-74.406052	2017-06-21	Notharchus tectus subtectus	Aves	Piciformes	Bucconidae	Notharchus	tectus	subtectus		male
{colors:Leg color: dull pea green }	5921		Louis Agassiz Fuertes	male		Testes enlarged	study skin	Base of lower mandible pale bluish	NA	1913-03-05	64	64	1913	3	5	1913-03-05		Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Capito auratus auratus	Aves	Piciformes	Ramphastidae	Capito	auratus	auratus		male
	6916	LAF 2976	Louis Agassiz Fuertes	male		Testes enlarged	study skin		NA	1913-03-13	72	72	1913	3	13	1913-03-13		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Synallaxis albescens albigularis	Aves	Passeriformes	Furnariidae	Synallaxis	albescens	albigularis		male
	6950	LAF 2913	Louis Agassiz Fuertes	male		testes much enlarged	study skin		NA	1913-03-06	65	65	1913	3	6	1913-03-06		Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Premnoplex brunnescens brunnescens	Aves	Passeriformes	Furnariidae	Premnoplex	brunnescens	brunnescens		male
	10521		Louis Agassiz Fuertes	male			study skin		NA	1913-02-28	59	59	1913	2	28	1913-02-28		Colombia	CO		Monterredondo	4.25	-73.83	2017-07-07	Cyanocorax yncas cyanodorsalis	Aves	Passeriformes	Corvidae	Cyanocorax	yncas	cyanodorsalis		male
	13754	LAF 2789	Louis Agassiz Fuertes	male	juvenile		study skin		NA	1913-01-29	29	29	1913	1	29	1913-01-29		Colombia	CO	Antioquia	Puerto Berrio	6.491026	-74.406052	2017-06-21	Donacobius atricapillus	Aves	Passeriformes	Troglodytidae	Donacobius	atricapillus		juvenile	male
	14005		Louis Agassiz Fuertes	male			study skin		NA	1913-03-11	70	70	1913	3	11	1913-03-11		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Turdus nudigenis nudigenis	Aves	Passeriformes	Turdidae	Turdus	nudigenis	nudigenis		male
	14013		Louis Agassiz Fuertes	male			study skin		NA	1913-03-01	60	60	1913	3	1	1913-03-01		Colombia	CO		Monterredondo	4.25	-73.83	2017-07-07	Turdus ignobilis debilis	Aves	Passeriformes	Turdidae	Turdus	ignobilis	debilis		male
	15927		Louis Agassiz Fuertes	male			study skin		NA	1913-02-25	56	56	1913	2	25	1913-02-25	Expedition no. 7; Site no. 82	Colombia	CO	Cundinamarca	Chipaque	4.44	-74.04	2017-07-01	Conirostrum rufum	Aves	Passeriformes	Thraupidae	Conirostrum	rufum			male
	16015		Louis Agassiz Fuertes	male			study skin		NA	1913-03-07	66	66	1913	3	7	1913-03-07	Expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Vermivora peregrina	Aves	Passeriformes	Parulidae	Vermivora	peregrina			male
	16713		Louis Agassiz Fuertes	female			study skin		NA	1913-03-14	73	73	1913	3	14	1913-03-14	Expedition no. 7; Site no. 164	Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Oporornis philadelphia	Aves	Passeriformes	Parulidae	Oporornis	philadelphia			female
	17585		Louis Agassiz Fuertes	male	immature		study skin		NA	1913-01-22	22	22	1913	1	22	1913-01-22	Chapman expedition no. 7; Site no. 128	Colombia	CO	Bolívar	Calamar	10.253672	-74.916318	2017-06-21	Agelaius icterocephalus	Aves	Passeriformes	Icteridae	Agelaius	icterocephalus		immature	male
	18880		Louis Agassiz Fuertes	male			study skin		NA	1913-03-09	68	68	1913	3	9	1913-03-09	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Carduelis psaltria colombianus	Aves	Passeriformes	Fringillidae	Carduelis	psaltria	colombianus		male
	19061		Louis Agassiz Fuertes	male			study skin		NA	1913-03-18	77	77	1913	3	18	1913-03-18		Colombia	CO		Caqueza	4.405477	-73.946684	2017-10-03	Atlapetes semirufus	Aves	Passeriformes	Emberizidae	Atlapetes	semirufus			male
	19134		Louis Agassiz Fuertes	female			study skin	In case with signs of insect damage, dried beetle casting on skin, frozen May 2010	NA	1913-03-08	67	67	1913	3	8	1913-03-08	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Arremonops conirostris conirostris	Aves	Passeriformes	Emberizidae	Arremonops	conirostris	conirostris		female
	20721		Louis Agassiz Fuertes	male	immature		study skin		NA	1913-02-06	37	37	1913	2	6	1913-02-06		Colombia	CO	Tolima	Honda	5.2	-74.74	2017-07-01	Piranga rubra rubra	Aves	Passeriformes	Cardinalidae	Piranga	rubra	rubra	immature	male
	20845		Louis Agassiz Fuertes	female			study skin		NA	1913-03-07	66	66	1913	3	7	1913-03-07	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Euphonia musica intermedia	Aves	Passeriformes	Fringillidae	Euphonia	musica	intermedia		female
	20980		Louis Agassiz Fuertes	female			study skin		NA	1913-02-28	59	59	1913	2	28	1913-02-28	Chapman expedition no. 7; Site no. 167	Colombia	CO		Monterredondo	4.25	-73.83	2017-07-07	Thraupis episcopus	Aves	Passeriformes	Thraupidae	Thraupis	episcopus			female
	21018		Louis Agassiz Fuertes	male			study skin		NA	1913-03-09	68	68	1913	3	9	1913-03-09	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Thraupis palmarum	Aves	Passeriformes	Thraupidae	Thraupis	palmarum			male
	22866		Louis Agassiz Fuertes	female			study skin		NA	1913-02-02	33	33	1913	2	2	1913-02-02	Collected day before Chapman expedition no. 7; Site no. 98	Colombia	CO	Tolima	Honda	5.2	-74.74	2017-07-01	Tangara nigrocincta	Aves	Passeriformes	Thraupidae	Tangara	nigrocincta			female
