dynamicproperties	catalognumber	recordnumber	recordedby	sex	lifestage	reproductivecondition	preparations	occurrenceremarks	fieldnumber	eventdate	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	eventremarks	country	countrycode	stateprovince	locality	decimallatitude	decimallongitude	georeferenceddate	scientificname	class	order	family	genus	specificepithet	infraspecificepithet	underivedlifestage	underivedsex
	10512		Louis Agassiz Fuertes	male	immature		study skin			1911-05-28	148	148	1911	5	28	1911-05-28		Colombia	CO	Tolima	Honda, Magdalena	NA	NA		Cyanocorax affinis affinis	Aves	Passeriformes	Corvidae	Cyanocorax	affinis	affinis	immature	male
	7168	LAF 2437	Louis Agassiz Fuertes	male			study skin			1911-04-22	112	112	1911	4	22	1911-04-22	Chapman Expedition no. 1; Site no. 52	Colombia	CO	Valle del Cauca	Miraflores	NA	NA		Formicarius rufipectus carrikeri	Aves	Passeriformes	Formicariidae	Formicarius	rufipectus	carrikeri		male
	6062		Louis Agassiz Fuertes	male			study skin			1911-04-28	118	118	1911	4	28	1911-04-28		Colombia	CO	Valle del Cauca	Miraflores, Palmira	NA	NA		Aulacorhynchus albivitta griseigularis	Aves	Piciformes	Ramphastidae	Aulacorhynchus	albivitta	griseigularis		male
	5609	LAF 2527	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-05-08	128	128	1911	5	8	1911-05-08		Colombia	CO	Valle del Cauca	Cauca Valley, Cali [elevation 3500 feet]; Valle	NA	NA		Chloroceryle amazona	Aves	Coraciiformes	Alcedinidae	Chloroceryle	amazona			male
	7055		Louis Agassiz Fuertes	female			study skin			1911-04-28	118	118	1911	4	28	1911-04-28		Colombia	CO	Valle del Cauca	Miraflores, Palmira	NA	NA		Scytalopus latrans	Aves	Passeriformes	Rhinocryptidae	Scytalopus	latrans			female
	6026		Louis Agassiz Fuertes	male		Testes not enlarged	study skin	Compare with those of the Richardson Collection		1911-04-22	112	112	1911	4	22	1911-04-22		Colombia	CO	Valle del Cauca	Palmira, Miraflores, La Tigrera, elevation 7000 ft.; Valle	NA	NA		Ramphastos swainsonii	Aves	Piciformes	Ramphastidae	Ramphastos	swainsonii			male
	14068	LAF 2390	Louis Agassiz Fuertes	male			study skin			1911-04-17	107	107	1911	4	17	1911-04-17		Colombia	CO	Valle del Cauca	Miraflores, Palmira, elevation 6500 feet; Valle	NA	NA		Myadestes ralloides plumbeiceps	Aves	Passeriformes	Turdidae	Myadestes	ralloides	plumbeiceps		male
	4435	LAF 2448	Louis Agassiz Fuertes	male	immature		study skin	From the collection of Louis Agassiz Fuertes.		1911-04-23	113	113	1911	4	23	1911-04-23		Colombia	CO	Valle del Cauca	Miraflores, Palmira	NA	NA		Phaethornis guy emiliae	Aves	Apodiformes	Trochilidae	Phaethornis	guy	emiliae	immature	male
	6059		Louis Agassiz Fuertes	female			study skin			1911-04-18	108	108	1911	4	18	1911-04-18		Colombia	CO	Valle del Cauca	Miraflores, Palmira	NA	NA		Aulacorhynchus albivitta griseigularis	Aves	Piciformes	Ramphastidae	Aulacorhynchus	albivitta	griseigularis		female
	3206	LAF 2608	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-05-28	148	148	1911	5	28	1911-05-28		Colombia	CO	Tolima	Magdalena Valley, Honda	NA	NA		Brotogeris jugularis jugularis	Aves	Psittaciformes	Psittacidae	Brotogeris	jugularis	jugularis		male
	1163	LAF 2366	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-04-13	103	103	1911	4	13	1911-04-13		Colombia	CO	Valle del Cauca	La Manuelita, Palmira, elevation 3500 feet; Valle	NA	NA		Ortalis motmot colombiana	Aves	Galliformes	Cracidae	Ortalis	motmot	colombiana		male
	13103	LAF 2637	Louis Agassiz Fuertes	male			study skin			1911-06-01	152	152	1911	6	1	1911-06-01		Colombia	CO		Marangue, Magdalena River	NA	NA		Thryothorus leucotis leucotis	Aves	Passeriformes	Troglodytidae	Thryothorus	leucotis	leucotis		male
	17674		Louis Agassiz Fuertes	male			study skin			1911-01-01	1	1	1911	1	1	1911-01-01	Locality not in gazeteer, see notes.	Colombia	CO		Marangue, Magdalena River	NA	NA		Icterus nigrogularis	Aves	Passeriformes	Icteridae	Icterus	nigrogularis			male
	6506	LAF 2514	Louis Agassiz Fuertes	female			study skin			1911-05-05	125	125	1911	5	5	1911-05-05		Colombia	CO		Guengue, Cauca Valley	NA	NA		Veniliornis oleaginus aureus	Aves	Piciformes	Picidae	Veniliornis	oleaginus	aureus		female
	6928	LAF 2641	Louis Agassiz Fuertes	female			study skin			1911-06-02	153	153	1911	6	2	1911-06-02		Colombia	CO	Bolívar	Calamar, Magdalena R.	NA	NA		Synallaxis candei candei	Aves	Passeriformes	Furnariidae	Synallaxis	candei	candei		female
	7019	LAF 2462	Louis Agassiz Fuertes	male			study skin			1911-04-25	115	115	1911	4	25	1911-04-25	Chapman expedition no.1; Site no. 52	Colombia	CO	Valle del Cauca	Miraflores, Palmira	NA	NA		Thamnophilus multistriatus	Aves	Passeriformes	Thamnophilidae	Thamnophilus	multistriatus			male
	4518	LAF 2408	Louis Agassiz Fuertes	male			study skin			1911-04-19	109	109	1911	4	19	1911-04-19		Colombia	CO	Valle del Cauca	Palmira, Portrerillo; Valle	NA	NA		Amazilia franciae	Aves	Apodiformes	Trochilidae	Amazilia	franciae			male
	3167	LAF 2394	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.		1911-04-17	107	107	1911	4	17	1911-04-17		Colombia	CO	Valle del Cauca	Miraflores, Palmira	NA	NA		Ognorhynchus icterotis	Aves	Psittaciformes	Psittacidae	Ognorhynchus	icterotis			female
	16943		Louis Agassiz Fuertes	male			study skin			1911-05-19	139	139	1911	5	19	1911-05-19	Specific location on original label unclear; possibly Tochecito River?	Colombia	CO		Central Andes	NA	NA		Myioborus chrysops	Aves	Passeriformes	Parulidae	Myioborus	chrysops			male
{colors:Bill color: cherry red }	7263	LAF 2286	Louis Agassiz Fuertes	male			study skin	Feet vermillion, orange lined		1911-03-27	86	86	1911	3	27	1911-03-27		Colombia	CO	Nariño	San Antonio, elevation 6600 ft.	NA	NA		Pipreola riefferii occidentalis	Aves	Passeriformes	Cotingidae	Pipreola	riefferii	occidentalis		male
	3318	LAF 2378	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-04-15	105	105	1911	4	15	1911-04-15		Colombia	CO	Valle del Cauca	Palmira, Cauca Valley; Valle	NA	NA		Piaya cayana nigricrissa	Aves	Cuculiformes	Cuculidae	Piaya	cayana	nigricrissa		male
	22805		William Bebb Richardson	male			study skin			1911-07-01	182	182	1911	7	1	1911-07-01	Expedition no. 2; Site no. 25	Colombia	CO	Cauca	Gallera	NA	NA		Chlorochrysa phoenicotis	Aves	Passeriformes	Thraupidae	Chlorochrysa	phoenicotis			male
	3207	LAF 2609	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.		1911-05-28	148	148	1911	5	28	1911-05-28		Colombia	CO	Tolima	Magdalena Valley	NA	NA		Brotogeris jugularis jugularis	Aves	Psittaciformes	Psittacidae	Brotogeris	jugularis	jugularis		female
	13167	LAF 2636	Louis Agassiz Fuertes	female			study skin	Name on original label: Heleodytes minor albicilius		1911-06-01	152	152	1911	6	1	1911-06-01		Colombia	CO		Marangue, Magdalena River	NA	NA		Campylorhynchus griseus	Aves	Passeriformes	Troglodytidae	Campylorhynchus	griseus			female
	29158	LAF 2472	Louis Agassiz Fuertes	female			study skin			1911-04-26	116	116	1911	4	26	1911-04-26		Colombia	CO	Valle del Cauca	Miraflores, Palmira	NA	NA		Henicorhina leucophrys leucophrys	Aves	Passeriformes	Troglodytidae	Henicorhina	leucophrys	leucophrys		female
	1762	LAF 2526	Louis Agassiz Fuertes	female			study skin			1911-05-08	128	128	1911	5	8	1911-05-08		Colombia	CO	Valle del Cauca	Cauca Valley, Cali, elevation 3500 feet; Valle	NA	NA		Jacana jacana melanopygia	Aves	Charadriiformes	Jacanidae	Jacana	jacana	melanopygia		female
	5610	LAF 2531	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.		1911-05-10	130	130	1911	5	10	1911-05-10		Colombia	CO	Valle del Cauca	Cauca Valley, Cali [elevation 3500 feet]; Valle	NA	NA		Chloroceryle amazona	Aves	Coraciiformes	Alcedinidae	Chloroceryle	amazona			female
	137	LAF 2520	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-05-08	128	128	1911	5	8	1911-05-08		Colombia	CO	Valle del Cauca	Cauca Valley, Cali; Valle	NA	NA		Butorides striatus striatus	Aves	Pelecaniformes	Ardeidae	Butorides	striatus	striatus		male
	212	LAF 2654	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.		1911-06-04	155	155	1911	6	4	1911-06-04	'Baranqilla'	Colombia	CO	Atlántico	Mouth of Magdalena River, near Barranquilla	NA	NA		Phimosus infuscatus berlepschi	Aves	Pelecaniformes	Threskiornithidae	Phimosus	infuscatus	berlepschi		female
	880	LAF 2651	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-06-04	155	155	1911	6	4	1911-06-04	'Baranquilla'	Colombia	CO	Atlántico	Barranquilla, N Magdalena River	NA	NA		Rostrhamus sociabilis sociabilis	Aves	Accipitriformes	Accipitridae	Rostrhamus	sociabilis	sociabilis		male
	1014	LAF 2324	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-04-03	93	93	1911	4	3	1911-04-03		Colombia	CO		San Antonio, elevation 6600 feet	NA	NA		Buteo platypterus platypterus	Aves	Accipitriformes	Accipitridae	Buteo	platypterus	platypterus		male
	1153	LAF 2316	Louis Agassiz Fuertes	male			study skin			1911-04-02	92	92	1911	4	2	1911-04-02		Colombia	CO	Valle del Cauca	Cauca Valley, San Antonio, near Cali; Valle	NA	NA		Falco sparverius caucae	Aves	Falconiformes	Falconidae	Falco	sparverius	caucae		male
	3100	LAF 2541	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-05-11	131	131	1911	5	11	1911-05-11		Colombia	CO	Valle del Cauca	Cauca Valley, Cali; Valle	NA	NA		Columbina talpacoti caucae	Aves	Columbiformes	Columbidae	Columbina	talpacoti	caucae		male
	3122	LAF 2416	Louis Agassiz Fuertes	male	immature		study skin	From the collection of Louis Agassiz Fuertes.		1911-04-19	109	109	1911	4	19	1911-04-19		Colombia	CO	Valle del Cauca	Portrerillo, Miraflores	NA	NA		Leptotila verreauxi decolor	Aves	Columbiformes	Columbidae	Leptotila	verreauxi	decolor	immature	male
	3129	LAF 2486	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.		1911-04-28	118	118	1911	4	28	1911-04-28		Colombia	CO	Valle del Cauca	Miraflores, Palmira	NA	NA		Geotrygon frenata bourcieri	Aves	Columbiformes	Columbidae	Geotrygon	frenata	bourcieri		female
	3181	LAF 2592	Louis Agassiz Fuertes	female	immature		study skin	From the collection of Louis Agassiz Fuertes.		1911-05-23	143	143	1911	5	23	1911-05-23		Colombia	CO		Magdalena Valley, Chicoral	NA	NA		Pionus menstruus	Aves	Psittaciformes	Psittacidae	Pionus	menstruus		immature	female
	3213	LAF 2481	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-04-27	117	117	1911	4	27	1911-04-27		Colombia	CO	Valle del Cauca	Miraflores, Palmira	NA	NA		Forpus conspicillatus caucae	Aves	Psittaciformes	Psittacidae	Forpus	conspicillatus	caucae		male
	3366	LAF 2443	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-04-22	112	112	1911	4	22	1911-04-22		Colombia	CO	Valle del Cauca	Miraflores, Palmira, Cauca Valley; Valle	NA	NA		Crotophaga ani	Aves	Cuculiformes	Cuculidae	Crotophaga	ani			male
	3673	LAF 2341	Louis Agassiz Fuertes	female			study skin			1911-04-06	96	96	1911	4	6	1911-04-06		Colombia	CO	Nariño	San Antonio, elevation 6400 feet	NA	NA		Streptoprocne zonaris albicincta	Aves	Apodiformes	Apodidae	Streptoprocne	zonaris	albicincta		female
	3674	LAF 2342	Louis Agassiz Fuertes	female			study skin			1911-04-06	96	96	1911	4	6	1911-04-06		Colombia	CO	Nariño	San Antonio, elevation 6400 feet	NA	NA		Streptoprocne zonaris albicincta	Aves	Apodiformes	Apodidae	Streptoprocne	zonaris	albicincta		female
	3681	LAF 2340	Louis Agassiz Fuertes	male			study skin			1911-04-06	96	96	1911	4	6	1911-04-06		Colombia	CO	Nariño	San Antonio, elevation 4000 feet	NA	NA		Streptoprocne rutila brunnitorques	Aves	Apodiformes	Apodidae	Streptoprocne	rutila	brunnitorques		male
	3691	LAF 2556	Louis Agassiz Fuertes	female			study skin			1911-05-17	137	137	1911	5	17	1911-05-17		Colombia	CO		Central range of Andes, near Finlandia, elevation 6000 feet	NA	NA		Chaetura cinereiventris occidentalis	Aves	Apodiformes	Apodidae	Chaetura	cinereiventris	occidentalis		female
	4520	LAF 2428	Louis Agassiz Fuertes	female			study skin	The number 150 is recorded on the original label.		1911-04-21	111	111	1911	4	21	1911-04-21	[Elevation 5100 feet]	Colombia	CO	Valle del Cauca	Palmira, Miraflores; Valle	NA	NA		Amazilia franciae	Aves	Apodiformes	Trochilidae	Amazilia	franciae			female
	4534	LAF 22482	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.  The number 203 is recorded on the Fuertes specimen label.		1911-04-27	117	117	1911	4	27	1911-04-27		Colombia	CO	Valle del Cauca	Palmira, Miraflores; Valle	NA	NA		Amazilia saucerottei saucerottei	Aves	Apodiformes	Trochilidae	Amazilia	saucerottei	saucerottei		male
	4660	LAF 2431	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-04-21	111	111	1911	4	21	1911-04-21		Colombia	CO	Valle del Cauca	Palmira, Miraflores; Valle	NA	NA		Chlorostilbon gibsoni	Aves	Apodiformes	Trochilidae	Chlorostilbon	gibsoni			male
	4665	LAF 2433	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.  The number 155 is also recorded on the original label.		1911-04-21	111	111	1911	4	21	1911-04-21		Colombia	CO		Palmira, Miraflores	NA	NA		Chlorostilbon gibsoni	Aves	Apodiformes	Trochilidae	Chlorostilbon	gibsoni			male
	4873	LAF 2545	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.		1911-05-11	131	131	1911	5	11	1911-05-11		Colombia	CO	Valle del Cauca	Cauca Valley, Cali, elevation 3500 feet; Valle	NA	NA		Anthracothorax nigricollis	Aves	Apodiformes	Trochilidae	Anthracothorax	nigricollis			female
	5030	LAF 2578	Louis Agassiz Fuertes	undetermined	immature		study skin	From the collection of Louis Agassiz Fuertes.		1911-05-20	140	140	1911	5	20	1911-05-20		Colombia	CO		El Eden, Central Andes	NA	NA		Coeligena coeligena columbiana	Aves	Apodiformes	Trochilidae	Coeligena	coeligena	columbiana	immature	unknown
	5121	LAF 2288	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.		1911-03-27	86	86	1911	3	27	1911-03-27		Colombia	CO	Nariño	San Antonio [Elevation 6600 feet]	NA	NA		Haplophaedia aureliae caucensis	Aves	Apodiformes	Trochilidae	Haplophaedia	aureliae	caucensis		female
	5169	LAF 2568	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.  Number 289 is recorded on the original label.		1911-05-19	139	139	1911	5	19	1911-05-19		Colombia	CO		Central Andes, Tochecito River	NA	NA		Heliangelus exortis	Aves	Apodiformes	Trochilidae	Heliangelus	exortis			male
	5170	LAF 2580	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-03-21	80	80	1911	3	21	1911-03-21		Colombia	CO		Central Andes, near El Eden [Elevation 8000 feet]	NA	NA		Heliangelus exortis	Aves	Apodiformes	Trochilidae	Heliangelus	exortis			male
	5345	LAF 2427	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.  Number 149 is also recorded on the original label.		1911-04-21	111	111	1911	4	21	1911-04-21		Colombia	CO	Valle del Cauca	Palmira, Miraflores; Valle	NA	NA		Philodice mitchelli	Aves	Apodiformes	Trochilidae	Calliphlox	mitchelli			female
	5496	LAF 2495	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.  Number 216 is recorded on the original label.		1911-04-28	118	118	1911	4	28	1911-04-28		Colombia	CO	Valle del Cauca	Palmira, Miraflores [Elevation 7800 feet]; Valle	NA	NA		Trogon collaris collaris	Aves	Trogoniformes	Trogonidae	Trogon	collaris	collaris		female
	5567	LAF 2532	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.		1911-05-10	130	130	1911	5	10	1911-05-10		Colombia	CO	Valle del Cauca	Cauca Valley, Cali; Valle	NA	NA		Megaceryle torquata torquata	Aves	Coraciiformes	Alcedinidae	Megaceryle	torquata	torquata		female
	6293		Louis Agassiz Fuertes	female			study skin			1911-04-20	110	110	1911	4	20	1911-04-20		Colombia	CO	Valle del Cauca	Miraflores, Palmira. Elevation 6200 ft.; Valle	NA	NA		Melanerpes formicivorus flavigula	Aves	Piciformes	Picidae	Melanerpes	formicivorus	flavigula		female
	6904	LAF 2627	Louis Agassiz Fuertes	male			study skin			1911-05-31	151	151	1911	5	31	1911-05-31	Locality not listed in Gazeteer	Colombia	CO		Gamarra, Magdalena R.	NA	NA		Furnarius leucopus longirostris	Aves	Passeriformes	Furnariidae	Furnarius	leucopus	longirostris		male
	6908	LAF 2396	Louis Agassiz Fuertes	male			study skin			1911-04-18	108	108	1911	4	18	1911-04-18		Colombia	CO	Valle del Cauca	Miraflores, Palmira	NA	NA		Synallaxis azarae media	Aves	Passeriformes	Furnariidae	Synallaxis	azarae	media		male
	6929	LAF 2640	Louis Agassiz Fuertes	male			study skin			1911-06-02	153	153	1911	6	2	1911-06-02		Colombia	CO	Bolívar	Calamar, Magdalena R.	NA	NA		Synallaxis candei candei	Aves	Passeriformes	Furnariidae	Synallaxis	candei	candei		male
	6981	LAF 2391	Louis Agassiz Fuertes	female			study skin			1911-04-17	107	107	1911	4	17	1911-04-17		Colombia	CO	Valle del Cauca	Miraflores, Palmira, elevation 6600 ft.; Valle	NA	NA		Thripadectes virgaticeps sclateri	Aves	Passeriformes	Furnariidae	Thripadectes	virgaticeps	sclateri		female
	7169	LAF 2452	Louis Agassiz Fuertes	male			study skin			1911-04-24	114	114	1911	4	24	1911-04-24	Chapman Expedition no. 1; Site no. 52	Colombia	CO	Valle del Cauca	Miraflores	NA	NA		Formicarius rufipectus carrikeri	Aves	Passeriformes	Formicariidae	Formicarius	rufipectus	carrikeri		male
	7254	LAF 2442	Louis Agassiz Fuertes	female			study skin	Iris light yellow-green; lower mandible dull blue, feet same, soles dull yellow.		1911-04-22	112	112	1911	4	22	1911-04-22		Colombia	CO	Valle del Cauca	Miraflores, Palmira, elevation 6800 ft.; Valle	NA	NA		Ampelioides tschudii	Aves	Passeriformes	Cotingidae	Ampelioides	tschudii			female
{colors:Bill color: cherry red }	7264	LAF 2287	Louis Agassiz Fuertes	female			study skin	Feet vermillion, orange soles		1911-03-27	86	86	1911	3	27	1911-03-27		Colombia	CO	Nariño	San Antonio, elevation 6600 ft.	NA	NA		Pipreola riefferii occidentalis	Aves	Passeriformes	Cotingidae	Pipreola	riefferii	occidentalis		female
	8029		Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-04-30	120	120	1911	4	30	1911-04-30		Colombia	CO	Valle del Cauca	Miraflores, Palmira	NA	NA		Myiarchus tuberculifer nigriceps	Aves	Passeriformes	Tyrannidae	Myiarchus	tuberculifer	nigriceps		male
	8331		Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-04-20	110	110	1911	4	20	1911-04-20		Colombia	CO	Valle del Cauca	Miraflores, Palmira	NA	NA		Poecilotriccus ruficeps melanomystax	Aves	Passeriformes	Tyrannidae	Poecilotriccus	ruficeps	melanomystax		male
	8350		Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.		1911-04-30	120	120	1911	4	30	1911-04-30		Colombia	CO	Valle del Cauca	Miraflores, Palmira	NA	NA		Oreotriccus plumbeiceps	Aves	Passeriformes	Tyrannidae	Phyllomyias	plumbeiceps			female
	9103		Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.		1911-05-31	151	151	1911	5	31	1911-05-31	Gamarra not listed as a locality in Chapman Gazeteer	Colombia	CO		Gamarra, Magdalena River	NA	NA		Tachycineta albiventer	Aves	Passeriformes	Hirundinidae	Tachycineta	albiventer			male
	486	LAF 2552	Louis Agassiz Fuertes	male			study skin	Bill blue-light, nail black.  Feet and legs lead-blue. Iris bright-red, yellow next to pupil.; From the collection of Louis Agassiz Fuertes.		1911-05-11	131	131	1911	5	11	1911-05-11		Colombia	CO	Valle del Cauca	Cali, Cauca Valley, elevation 3500 feet.; Valle	NA	NA		Netta erythrophthalma	Aves	Anseriformes	Anatidae	Netta	erythrophthalma			male
	1091	LAF 2521	Louis Agassiz Fuertes	male			study skin	Eyespace, cere, legs and feet all corn yellow; iris dark.; From the collection of Louis Agassiz Fuertes.		1911-05-08	128	128	1911	5	8	1911-05-08		Colombia	CO	Valle del Cauca	Cauca Valley, Cali; Valle	NA	NA		Falco femoralis fusco-caerulescens	Aves	Falconiformes	Falconidae	Falco	femoralis	fusco-caerulescens		male
